case_id,matrix_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,error_type,error_message,ordinary_l1_count,selected_l1_only_count,selected_l2_count,branchunit_count,stage3_runtime_seconds,stage4_runtime_seconds,conflict_graph_runtime_seconds,selection_runtime_seconds,render_runtime_seconds,total_runtime_seconds,l1_candidate_count,branchunit_candidate_count,conflict_edge_count,pair_penalty_count,search_node_count,search_node_limit,search_node_limit_reached,case_dir
A001,A,Ours,proto_sw_1_1,expanded,simple,1,200000,1,,,4,3,1,4,6.386214699999982,0.9742547999994713,2.5412426000002597,0.008651600001030602,0.05992400000104681,9.979878400001326,980,100,0,408,177,300000,0,raw_cases/A001
