case_id,matrix_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,error_type,error_message,ordinary_l1_count,selected_l1_only_count,selected_l2_count,branchunit_count,stage3_runtime_seconds,stage4_runtime_seconds,conflict_graph_runtime_seconds,selection_runtime_seconds,render_runtime_seconds,total_runtime_seconds,l1_candidate_count,branchunit_candidate_count,conflict_edge_count,pair_penalty_count,search_node_count,search_node_limit,search_node_limit_reached,case_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error
A001,A,Ours,proto_sw_1_1,expanded,simple,1,200000,1,,,4,3,1,4,6.386214699999982,0.9742547999994713,2.5412426000002597,0.008651600001030602,0.05992400000104681,9.979878400001326,980,100,0,408,177,300000,0,raw_cases/A001,1,0,0,0,0,0,0.14621253416153443,0.027768053,0,0,0.0,0.9972560297227786,1,0.0004438297237636294,0.0004394570837388742,4,1,4,1.0548725133160932,0.21097450266321865,0.09713314074805668,0.9787655519999999,0.012672468932748537,0.5,0.5,0.75,0.25,0.0,,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.13636363675,0.181818182,0.29545454525000003,0.545454545,0.454545455,0.5,
