case_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,l1_generation_success,unit_generation_applicable,unit_generation_success,error_type,error_message,ordinary_l1_count,selected_l2_count,branchunit_count,shared_stage3_plan_id,shared_stage4_inventory_id,shared_conflict_graph_id,method_plan_id,method_selection_id,runtime_seconds,method_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error,l2_unit_ratio,mechanically_legal
C021,Ours,proto_sw_1_3,expanded,medium,1,100018,1,1,1,1,,,5,1,5,proto_sw_1_3__seed_2661861881__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_2661861881__global_l1_flow_v3__density_medium__unit_candidates_v2,d60177ce4bfd63a5ac2134d53f26aa9a86a51e0ef1674c2ce902bec0a0675073,proto_sw_1_3__seed_2661861881__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_2661861881__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.0429775000011432,raw_cases/C021/methods/Ours,1,0,0,0,0,0,0.15762642774305743,0.041459216,0,0,0.0,1.0000000000000002,0,0.003400985573218046,0.0023267092225469238,0,0,0.15762646140556416,0.28755141788963745,0.15779732645798056,5,1,5,1.095223199677846,0.18253719994630768,0.08651949815261205,0.756163135,0.01965688961988304,0.6,0.4,0.8,0.2,0.0,0.443156777,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.181818182,0.181818182,0.181818182,0.333333333,0.666666667,0.2,,0.19999999999999996,1.0
C022,IndependentCurve,proto_sw_1_3,expanded,medium,2,100024,1,1,0,0,,,5,0,5,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.03988780000145198,raw_cases/C022/methods/IndependentCurve,1,0,3,0,0,0,0.0,0.041459216,1,0,0.0,1.0000000000000002,0,0.0,0.0,3,0,0.0,3.2462259200242816,0.9421087016962165,5,0,5,1.1605110784890125,0.23210221569780248,0.06346514043443859,0.273566346,0.017955043859649123,0.6,0.4,1.0,0.0,0.0,0.431248549,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.03030303000000001,0.06060606099999999,0.06060606099999999,0.848484848,0.151515152,0.8,,0.0,0.0
C022,FixedSlot,proto_sw_1_3,expanded,medium,2,100024,1,1,1,1,,,5,2,5,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,3.6329239000006055,raw_cases/C022/methods/FixedSlot,1,0,0,0,0,0,0.07509244373653931,0.041459216,0,0,0.0,1.0000000000000002,0,0.010515337363093177,0.004772216870394803,0,0,0.07494521367040685,1.6772409367887782,0.4889259879696775,5,2,5,2.175967515569958,0.3108525022242797,0.17505678033984934,1.096518684,0.03776612755847953,0.8,0.2,0.6,0.4,0.0,0.431248549,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.07790037000000005,0.11964823299999994,0.19421509999999997,0.536361297,0.463638703,0.4,,0.4,1.0
C022,LocalGreedy,proto_sw_1_3,expanded,medium,2,100024,1,1,1,1,,,5,4,5,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__unit_candidates_v2,b90bb8573b2608688c1f5ffa1419e6241edbb5c98ab08542fa27da78256caa03,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.048015500000474276,raw_cases/C022/methods/LocalGreedy,1,1,0,0,0,0,0.11827823273509094,0.041459216,0,0,0.0,1.0000000000000002,0,0.1579204182485856,0.07497451021770328,0,0,0.11828073550105594,0.13271237360704796,0.08638507985305872,5,4,5,1.4506025439477694,0.16117806043864102,0.10548052045888841,0.709809535,0.017281158625730993,0.6,0.4,0.6,0.0,0.4,0.431248549,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.121212121,0.121212121,0.15151515200000001,0.515151515,0.484848485,0.2,,0.4,0.0
C022,Ours,proto_sw_1_3,expanded,medium,2,100024,1,1,1,1,,,5,2,5,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__unit_candidates_v2,b90bb8573b2608688c1f5ffa1419e6241edbb5c98ab08542fa27da78256caa03,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1291941794__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.05037190000075498,raw_cases/C022/methods/Ours,1,0,0,0,0,0,0.11827823273509094,0.041459216,0,0,0.0,1.0000000000000002,0,0.0065924367846244775,0.003442930760185802,0,0,0.11828073550105594,0.13271237360704796,0.08638507985305872,5,2,5,1.1427581870763193,0.16325116958233132,0.0672267688373709,0.709809535,0.017635233918128657,0.6,0.4,0.6,0.4,0.0,0.431248549,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.121212121,0.121212121,0.15151515200000001,0.515151515,0.484848485,0.2,,0.4,1.0
C023,IndependentCurve,proto_sw_1_3,expanded,rich,1,100030,1,1,0,0,,,6,0,6,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.0420990000020538,raw_cases/C023/methods/IndependentCurve,1,0,10,0,0,0,0.0,0.041459216,1,0,0.0,1.0000000000000002,0,0.0,0.0,10,0,0.0,3.360624992344102,0.9764998423341469,6,0,6,1.4039641646269925,0.23399402743783207,0.056222995939395254,0.233748289,0.016276041666666668,1.0,0.0,1.0,0.0,0.0,0.660826932,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.007575757749999995,0.0454545455,0.08333333325,0.818181818,0.181818182,0.5,,0.0,0.0
C023,FixedSlot,proto_sw_1_3,expanded,rich,1,100030,1,1,1,1,,,6,3,6,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,7.048716299999796,raw_cases/C023/methods/FixedSlot,1,0,0,0,0,0,0.044868097035019004,0.041459216,0,0,0.0,1.0000000000000002,0,0.009931440979439779,0.004729184173777711,0,0,0.07759386413292217,2.6163625335659235,0.6525548752351017,6,3,6,2.7012415818485245,0.30013795353872497,0.181403246432267,1.1222890140000001,0.045704267178362575,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.660826932,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0708885555,0.12615657300000002,0.17496612975,0.447836181,0.552163819,0.3333333333333333,,0.33333333333333337,1.0
C023,LocalGreedy,proto_sw_1_3,expanded,rich,1,100030,1,1,1,1,,,6,3,6,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__unit_candidates_v2,3b22210cdb6a42e5ded9eccf511df2e22c135fc934b25dc50b5fa154e7122bc5,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.0468116000010923,raw_cases/C023/methods/LocalGreedy,1,0,0,0,0,0,0.0529484902613727,0.041459216,0,0,0.0,1.0000000000000002,0,0.10241471345797658,0.07735528962802585,0,0,0.05309945247663046,0.3540596616248589,0.1410818488034121,6,3,6,1.3867199588622772,0.1540799954291419,0.07900994071172848,0.663695541,0.024591100146198832,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.660826932,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12121212125,0.1363636365,0.15151515175,0.363636364,0.636363636,0.16666666666666666,,0.33333333333333337,1.0
C023,Ours,proto_sw_1_3,expanded,rich,1,100030,1,1,1,1,,,6,2,6,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__unit_candidates_v2,3b22210cdb6a42e5ded9eccf511df2e22c135fc934b25dc50b5fa154e7122bc5,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2443990248__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.04935019999902579,raw_cases/C023/methods/Ours,1,0,0,0,0,0,0.0529484902613727,0.041459216,0,0,0.0,1.0000000000000002,0,0.0020025801525482105,0.001289152559730293,0,0,0.05309945247663046,0.3540596616248589,0.1410818488034121,6,2,6,1.2449897183179597,0.15562371478974496,0.07028943770476902,0.6876877530000001,0.022101151315789474,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.660826932,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12121212125,0.1363636365,0.15151515175,0.363636364,0.636363636,0.16666666666666666,,0.33333333333333337,1.0
C024,IndependentCurve,proto_sw_1_3,expanded,rich,2,100035,1,1,0,0,,,6,0,6,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.036764700002095196,raw_cases/C024/methods/IndependentCurve,1,0,2,0,0,0,0.0,0.041459216,1,0,0.0,0.9999999999999999,0,0.0,0.0,2,0,0.0,1.6386938881168374,0.45661286378521176,6,0,6,1.4015546292672203,0.23359243821120337,0.07958428610466976,0.802026602,0.022780747441520467,0.8333333333333334,0.16666666666666666,1.0,0.0,0.0,0.713934035,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.037878787750000004,0.075757576,0.27272727325,0.484848484,0.515151516,0.3333333333333333,,0.0,0.0
C024,FixedSlot,proto_sw_1_3,expanded,rich,2,100035,1,1,1,1,,,6,2,6,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,11.61133880000125,raw_cases/C024/methods/FixedSlot,1,0,0,0,0,0,0.04654573998043953,0.041459216,0,0,0.0,0.9999999999999999,0,0.0022915082237100494,0.001394244509793338,0,0,0.09453449363263562,1.9255004855980404,0.528997564148905,6,2,6,2.564165205133818,0.3205206506417272,0.16987815081952995,1.138977648,0.04448213633040936,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.713934035,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.07245231224999998,0.11869932299999998,0.19107598199999998,0.43286317700000004,0.567136823,0.3333333333333333,,0.33333333333333337,1.0
C024,LocalGreedy,proto_sw_1_3,expanded,rich,2,100035,1,1,1,1,,,6,4,6,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__unit_candidates_v2,a4f7222434034eae3cd8a4a8b4ea8358f9c82b7af84e9e26debe2922376ca348,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.05203160000019125,raw_cases/C024/methods/LocalGreedy,1,0,0,0,0,0,0.09915426543866303,0.041459216,0,0,0.0,0.9999999999999999,0,0.4569556220141331,0.1845115297400238,0,0,0.09915426543866308,0.5071445066514093,0.17565098199472737,6,4,6,1.6740015754021833,0.16740015754021834,0.08388678329056795,0.750082292,0.027954815423976608,0.5,0.5,0.6666666666666666,0.0,0.3333333333333333,0.713934035,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.090909091,0.1363636365,0.2045454545,0.333333333,0.666666667,0.3333333333333333,,0.33333333333333337,1.0
C024,Ours,proto_sw_1_3,expanded,rich,2,100035,1,1,1,1,,,6,2,6,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__unit_candidates_v2,a4f7222434034eae3cd8a4a8b4ea8358f9c82b7af84e9e26debe2922376ca348,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_2041979072__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.04442959999869345,raw_cases/C024/methods/Ours,1,0,0,0,0,0,0.09915426543866303,0.041459216,0,0,0.0,0.9999999999999999,0,0.005187074728142101,0.004400871239174555,0,0,0.09915426543866308,0.5071445066514093,0.17565098199472737,6,2,6,1.4311196455495894,0.17888995569369867,0.09376659115678487,0.7200278,0.025436312134502925,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.713934035,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.090909091,0.1363636365,0.2045454545,0.333333333,0.666666667,0.3333333333333333,,0.33333333333333337,1.0
C025,IndependentCurve,proto_sw_1_3,compact,simple,1,100007,1,1,0,0,,,4,0,4,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple,,,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.04665039999963483,raw_cases/C025/methods/IndependentCurve,1,0,1,0,0,0,0.0,0.041459216,1,0,0.0,0.9999999999999998,0,0.0,0.0,1,0,0.0,1.010562111146622,0.7458726997789012,4,0,4,0.9281981613757206,0.23204954034393016,0.04751479347078412,0.339006276,0.013826069078947368,0.75,0.25,1.0,0.0,0.0,0.247981712,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.022727273249999985,0.1363636365,0.36363636325000004,0.727272727,0.272727273,0.75,,0.0,0.0
C025,FixedSlot,proto_sw_1_3,compact,simple,1,100007,1,1,1,1,,,4,1,4,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple,,,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,3.2554769000016677,raw_cases/C025/methods/FixedSlot,1,0,0,0,0,0,0.13327387428999482,0.041459216,0,0,0.0,0.9999999999999998,0,0.004237898685146593,0.0033250324869956785,0,0,0.13327387428999482,0.7814277729304078,0.5756762420444915,4,1,4,1.5904647246866126,0.31809294493732254,0.1758333691216406,0.940577227,0.026641310307017545,0.5,0.5,0.75,0.25,0.0,0.247981712,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.16087919274999998,0.20914324549999996,0.29826405275,0.490044875,0.5099551250000001,0.25,,0.25,1.0
C025,LocalGreedy,proto_sw_1_3,compact,simple,1,100007,1,1,1,1,,,4,2,4,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__unit_candidates_v2,9f21acb465009b8d44197f573e3b182a97b39819c78eefe3b7ad1ffce3af6304,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.04338920000009239,raw_cases/C025/methods/LocalGreedy,1,0,0,0,0,0,0.10122866913597227,0.041459216,0,0,0.0,0.9999999999999998,0,0.029557814001750865,0.023923089161858358,0,0,0.10122866913597227,0.19816488221243803,0.13059024720850168,4,2,4,1.2218228632224577,0.20363714387040963,0.08811249104476243,0.842102189,0.01937705592105263,0.5,0.5,0.75,0.0,0.25,0.247981712,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.15909090925,0.181818182,0.27272727274999997,0.545454545,0.454545455,0.5,,0.25,1.0
C025,Ours,proto_sw_1_3,compact,simple,1,100007,1,1,1,1,,,4,1,4,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__unit_candidates_v2,9f21acb465009b8d44197f573e3b182a97b39819c78eefe3b7ad1ffce3af6304,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_3756345937__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.045580300000438,raw_cases/C025/methods/Ours,1,0,0,0,0,0,0.10122866913597227,0.041459216,0,0,0.0,0.9999999999999998,0,0.0004316505110493873,0.0002879803714107774,0,0,0.10122866913597227,0.19816488221243803,0.13059024720850168,4,1,4,1.0530984927637497,0.21061969855274992,0.0657100970830525,0.842102189,0.016624406067251463,0.5,0.5,0.75,0.25,0.0,0.247981712,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.15909090925,0.181818182,0.27272727274999997,0.545454545,0.454545455,0.5,,0.25,1.0
C026,IndependentCurve,proto_sw_1_3,compact,simple,2,100010,1,1,0,0,,,4,0,4,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple,,,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.039990499997657025,raw_cases/C026/methods/IndependentCurve,1,0,0,0,0,0,0.0,0.041459216,1,0,0.0,1.0,0,0.0,0.0,0,0,0.0,0.7446699605644883,0.6301546431160013,4,0,4,0.9284054680738132,0.2321013670184533,0.0625362669521832,0.384031661,0.016298885233918127,0.5,0.5,1.0,0.0,0.0,0.243206613,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.022727272500000006,0.12121212149999999,0.348484849,0.757575757,0.24242424299999998,0.5,,0.0,0.0
C026,FixedSlot,proto_sw_1_3,compact,simple,2,100010,1,1,1,1,,,4,1,4,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple,,,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,3.525130599999102,raw_cases/C026/methods/FixedSlot,1,0,0,0,0,0,0.1214294928627534,0.041459216,0,0,0.0,1.0,0,0.0004195819316629513,0.0002804408791730835,0,0,0.12138418574316298,0.2651092367483516,0.1962296430661659,4,1,4,1.4636808103385266,0.2927361620677053,0.13502995700450188,0.9568945940000001,0.024939464546783627,0.5,0.5,0.75,0.25,0.0,0.243206613,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.15897825300000004,0.20795515850000001,0.2989769055,0.483866823,0.5161331769999999,0.25,,0.25,1.0
C026,LocalGreedy,proto_sw_1_3,compact,simple,2,100010,1,1,1,1,,,4,2,4,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__unit_candidates_v2,0ce9e9e13899815956eb2d2304091de726ee344eb543f48f9a80746e6580eb0b,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.054207599998335354,raw_cases/C026/methods/LocalGreedy,1,0,0,0,0,0,0.05007243078135988,0.041459216,0,0,0.0,1.0,0,0.12599299470817288,0.12057706617694212,0,0,0.050130584763893864,0.10884330716634855,0.06468233405024242,4,2,4,1.070635646846956,0.17843927447449268,0.09124104302229734,0.9835905599999999,0.01797217653508772,0.5,0.5,0.75,0.0,0.25,0.243206613,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.16666666675,0.181818182,0.26515151525,0.515151515,0.484848485,0.25,,0.25,1.0
C026,Ours,proto_sw_1_3,compact,simple,2,100010,1,1,1,1,,,4,2,4,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__unit_candidates_v2,0ce9e9e13899815956eb2d2304091de726ee344eb543f48f9a80746e6580eb0b,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_1989963110__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.048531199998251395,raw_cases/C026/methods/Ours,1,1,0,0,0,0,0.05007243078135988,0.041459216,0,0,0.0,1.0,0,0.0031364613234457616,0.0021914537134365823,0,0,0.050130584763893864,0.10884330716634855,0.06468233405024242,4,2,4,1.09013359339251,0.18168893223208502,0.09588499762001967,1.024079605,0.01761810124269006,0.5,0.5,0.75,0.0,0.25,0.243206613,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.16666666675,0.181818182,0.26515151525,0.515151515,0.484848485,0.25,,0.25,0.0
C027,IndependentCurve,proto_sw_1_3,compact,medium,1,100000,1,1,0,0,,,6,0,6,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.04650719999699504,raw_cases/C027/methods/IndependentCurve,1,0,1,0,0,0,0.0,0.041459216,1,0,0.0,1.0000000000000002,0,0.0,0.0,1,0,0.0,4.546836907839275,0.8231984808569429,6,0,6,1.4024082843968684,0.23373471406614474,0.08180305925899221,0.25446221,0.021661412646198832,0.8333333333333334,0.16666666666666666,1.0,0.0,0.0,0.567252286,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.007575757500000002,0.030303030499999994,0.14393939425,0.757575757,0.24242424299999998,0.8333333333333334,,0.0,0.0
C027,FixedSlot,proto_sw_1_3,compact,medium,1,100000,1,1,1,1,,,6,2,6,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,5.43271950000053,raw_cases/C027/methods/FixedSlot,1,0,0,0,0,0,0.04231787647892524,0.041459216,0,0,0.0,1.0000000000000002,0,0.013913672977983465,0.00867581013556141,0,0,0.08078094690489589,1.4077255259002937,0.4798113076150144,6,2,6,2.33791592347743,0.2922394904346788,0.1273094994135643,1.026715753,0.03618421052631579,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.567252286,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.08630355124999997,0.10645246199999997,0.17294317525000003,0.45851337900000005,0.541486621,0.3333333333333333,,0.33333333333333337,1.0
C027,LocalGreedy,proto_sw_1_3,compact,medium,1,100000,1,1,1,1,,,6,3,6,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__unit_candidates_v2,11cbfe50b586a78398d88ed1f4a444c6baa1ddc5c12ff838acdeed563191b587,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.049924899998586625,raw_cases/C027/methods/LocalGreedy,1,0,0,0,0,0,0.08678111502695951,0.041459216,0,0,0.0,1.0000000000000002,0,0.2988605885087641,0.28242356044890266,0,0,0.08681043476409088,0.4604396553568006,0.1892123325153875,6,3,6,1.3466539947947078,0.14962822164385636,0.06731536575123448,0.738891425,0.020816200657894735,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.567252286,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.090909091,0.10606060650000002,0.14393939449999998,0.45454545399999996,0.545454546,0.16666666666666666,,0.33333333333333337,1.0
C027,Ours,proto_sw_1_3,compact,medium,1,100000,1,1,1,1,,,6,2,6,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__unit_candidates_v2,11cbfe50b586a78398d88ed1f4a444c6baa1ddc5c12ff838acdeed563191b587,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_2781254137__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.050486000000091735,raw_cases/C027/methods/Ours,1,0,0,0,0,0,0.08678111502695951,0.041459216,0,0,0.0,1.0000000000000002,0,0.0004757513504840274,0.00031929636636258057,0,0,0.08681043476409088,0.4604396553568006,0.1892123325153875,6,2,6,1.2187742147497764,0.15234677684372208,0.05326839142060187,0.715492581,0.019702576754385966,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.567252286,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.090909091,0.10606060650000002,0.14393939449999998,0.45454545399999996,0.545454546,0.16666666666666666,,0.33333333333333337,1.0
