file,source_file,crop_box,source_page,rights
met_01_plate7_top_vine.png,DP837046_plate7.jpg,"4,4,596,62",https://www.metmuseum.org/art/collection/search/406539,The Met Open Access; Public Domain
met_02_plate8_top_vine.png,DP837047_plate8.jpg,"4,4,596,60",https://www.metmuseum.org/art/collection/search/406540,The Met Open Access; Public Domain
met_03_plate8_bottom_vine.png,DP837047_plate8.jpg,"4,154,596,207",https://www.metmuseum.org/art/collection/search/406540,The Met Open Access; Public Domain
met_04_plate9_bottom_vine.png,DP837048_plate9.jpg,"4,153,596,207",https://www.metmuseum.org/art/collection/search/406541,The Met Open Access; Public Domain
