case_id,matrix_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,error_type,error_message,ordinary_l1_count,selected_l1_only_count,selected_l2_count,branchunit_count,stage3_runtime_seconds,stage4_runtime_seconds,conflict_graph_runtime_seconds,selection_runtime_seconds,render_runtime_seconds,total_runtime_seconds,l1_candidate_count,branchunit_candidate_count,conflict_edge_count,pair_penalty_count,search_node_count,search_node_limit,search_node_limit_reached,case_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error
A011,A,Ours,proto_sw_1_1,expanded,medium,2,200001,1,,,4,3,1,4,10.564665900001273,1.3506023000009009,1.9065525000005437,0.0029214999995019753,0.02946949999750359,13.869295599997713,999,100,0,398,202,300000,0,raw_cases/A011,1,0,0,0,0,0,0.1985994162969509,0.027768053,0,0,0.0,1.0,0,0.008208923590535882,0.008202490627744911,0,0,0.1985994162969509,0.02164172968463739,0.0156501210630023,4,1,4,1.0351257531740505,0.2070251506348101,0.10439657287498336,0.8830286310000001,0.011970029239766082,0.5,0.5,0.75,0.25,0.0,0.226992976,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.15151515175,0.151515152,0.25000000025,0.5454545449999999,0.4545454550000001,0.25,
A012,A,Ours,proto_sw_1_1,expanded,rich,2,200001,1,,,6,5,1,6,10.59831209999902,2.023108899997169,6.244421600000351,0.0051265000001876615,0.028467000000091502,18.91893390000041,999,150,154,1533,262,300000,0,raw_cases/A012,1,0,0,0,0,0,0.11507165627566172,0.027768053,0,0,0.0,1.0,0,0.0015248604767986308,0.000981674355003487,0,0,0.11510191390192334,0.38987270774476646,0.1792907593233347,6,1,6,1.4278857024683398,0.2039836717811914,0.0816281702276449,0.92388311,0.018114948830409358,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.706598927,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0984848485,0.121212121,0.12121212175000001,0.45454545399999996,0.545454546,0.3333333333333333,
A013,A,Ours,proto_sw_1_1,compact,simple,2,200001,1,,,4,3,1,4,9.531826600003114,1.3559855000021344,0.707075000002078,0.0021196999987296294,0.027317299998685485,11.640545999998722,1065,100,0,292,134,300000,0,raw_cases/A013,1,0,0,0,0,0,0.0573881789227855,0.027768053,0,0,0.0,1.0000000000000004,0,0.006192073237087981,0.00618255381555939,0,0,0.0573881789227855,0.2764713200805253,0.2644634667767645,4,1,4,1.0608229230680426,0.21216458461360851,0.054961374256786336,1.053171051,0.015876279239766082,0.5,0.5,0.75,0.25,0.0,0.187266904,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.1439393935,0.2424242425,0.348484849,0.39393939399999994,0.606060606,0.25,
A014,A,Ours,proto_sw_1_1,compact,medium,2,200001,1,,,5,4,1,5,9.641010499999538,1.6288309000010486,4.198215000000346,0.002739899999141926,0.03191010000227834,15.51783720000094,1065,125,366,1011,440,300000,0,raw_cases/A014,1,0,0,0,0,0,0.04496307499552269,0.027768053,0,0,0.0,1.0000000000000004,0,0.009995098246637992,0.005206850546932429,0,0,0.04483525681908543,0.4064321997093437,0.17240413349886197,5,1,5,1.3013121482665475,0.21688535804442458,0.06523813507855065,1.066146878,0.01644736842105263,0.6,0.4,0.8,0.2,0.0,0.512197061,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.121212121,0.121212122,0.33333333299999995,0.333333333,0.666666667,0.2,
A015,A,Ours,proto_sw_1_1,compact,rich,2,200001,1,,,6,5,1,6,9.504562499998428,2.053102800000488,2.6455625999988115,0.0022626000027230475,0.025687000001198612,14.245598699999391,1065,150,24,893,128,300000,0,raw_cases/A015,1,0,0,0,0,0,0.05844860690408663,0.027768053,0,0,0.0,1.0000000000000004,0,0.0024522524286421953,0.0020386035403527395,0,0,0.058445152446209285,0.2271537075333887,0.14341725188665658,6,1,6,1.4182710781323624,0.20261015401890892,0.05979443746168667,1.075097683,0.021010370979532164,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.669604778,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.090909091,0.1060606065,0.25757575774999997,0.303030303,0.696969697,0.3333333333333333,
A016,A,Ours,proto_sw_1_1,swept,simple,2,200001,1,,,4,3,1,4,8.564070299999003,1.2784282000029634,0.931821599999239,0.002289500000188127,0.027089999999589054,10.817731099999946,1031,100,0,70,110,300000,0,raw_cases/A016,1,0,0,1,0,0,0.2348512735675828,0.027768053,0,0,0.0,1.0,0,1.8147671261806854e-06,1.1034747820215798e-06,0,0,0.23503010141915034,0.08442649767967977,0.043192932947551,4,1,4,1.0531486443112026,0.21062972886224052,0.08192854150485666,1.04394045,0.015356588084795321,0.5,0.5,0.75,0.25,0.0,0.171257811,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.15151515175000002,0.2424242425,0.34090909075,0.36363636399999993,0.636363636,0.25,
A017,A,Ours,proto_sw_1_1,swept,medium,2,200001,1,,,5,4,1,5,8.92694180000035,1.6502780000009807,1.6096268000001146,0.0030406000005314127,0.028321800000412622,12.235009300002275,1031,125,0,56,291,300000,0,raw_cases/A017,1,0,0,0,0,0,0.096484232585995,0.027768053,0,0,0.0,1.0,0,0.007528167841465406,0.006563718977118288,0,0,0.09659778399048358,0.3054808662685734,0.2531842317694944,5,1,5,1.1485700125872247,0.1914283354312041,0.06325164818842315,0.997820809,0.01719549524853801,0.6,0.4,0.8,0.2,0.0,0.346241007,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.151515151,0.151515152,0.212121212,0.36363636399999993,0.636363636,0.2,
A018,A,Ours,proto_sw_1_1,swept,rich,2,200001,1,,,6,5,1,6,8.829466899998806,1.9402090000003227,3.7021935999982816,0.002283099998749094,0.026238300000841264,14.51425769999696,1031,150,0,567,152,300000,0,raw_cases/A018,1,0,0,0,0,0,0.1931179926758978,0.027768053,0,0,0.0,1.0,0,0.003182991964871341,0.0020993533980473867,0,0,0.193123734727546,0.2699130512376719,0.1066098979266607,6,1,6,1.4251628524780569,0.20359469321115098,0.07100117727024821,0.9903202470000001,0.018023574561403508,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.670637291,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.121212121,0.1212121215,0.212121212,0.30303030299999995,0.6969696970000001,0.16666666666666666,
A019,A,Ours,proto_sw_1_1,expanded,simple,3,200002,1,,,4,3,1,4,10.170274599997356,1.327410100002453,2.6362384999993083,0.0019572999990487006,0.024447200001304736,14.17556649999824,964,100,0,281,171,300000,0,raw_cases/A019,1,0,0,0,0,0,0.12219942965952355,0.027768053,0,0,0.0,1.0,0,0.0012044761905003537,0.0006438361833434282,0,0,0.12219942965952355,0.05781774743634935,0.03975535274694988,4,1,4,1.0249071049040415,0.2049814209808083,0.08883502168227948,0.981632514,0.011524579678362573,0.5,0.5,0.75,0.25,0.0,0.223576504,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.15151515175,0.166666667,0.26515151524999997,0.5151515149999999,0.4848484850000001,0.25,
A020,A,Ours,proto_sw_1_1,expanded,medium,3,200002,1,,,5,3,2,5,10.061646599999222,1.6065224000012677,2.9473403000010876,0.004678799999965122,0.02927840000120341,14.665005900002143,964,125,36,250,407,300000,0,raw_cases/A020,1,0,0,0,0,0,0.03794115662732227,0.027768053,0,0,0.0,1.0,0,0.0018273930625275704,0.0009002347259294943,0,0,0.10117544738905494,0.1683810267032607,0.07236790002959805,5,2,5,1.2711380541892943,0.1815911505984706,0.09014353264835868,0.9516311919999999,0.012815241228070175,0.6,0.4,0.6,0.4,0.0,0.422110041,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.121212121,0.121212121,0.151515152,0.5151515149999999,0.4848484850000001,0.2,
