case_id,matrix_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,error_type,error_message,ordinary_l1_count,selected_l1_only_count,selected_l2_count,branchunit_count,stage3_runtime_seconds,stage4_runtime_seconds,conflict_graph_runtime_seconds,selection_runtime_seconds,render_runtime_seconds,total_runtime_seconds,l1_candidate_count,branchunit_candidate_count,conflict_edge_count,pair_penalty_count,search_node_count,search_node_limit,search_node_limit_reached,case_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error
A128,A,Ours,proto_sw_1_3,expanded,medium,5,200004,1,,,5,3,2,5,16.39952059999996,1.6923478999997315,2.548686899997847,0.007421599999361206,0.0320257000021229,20.69303680000303,860,125,0,620,1239,300000,0,raw_cases/A128,1,0,0,0,0,0,0.11924145809712965,0.041459216,0,0,0.0,1.0,0,0.004976782021837516,0.0020152848654391956,0,0,0.11951513908806394,0.04894848431997157,0.01849565629548233,5,2,5,1.180829136527251,0.16868987664675014,0.09871948268406218,0.844588077,0.01814921418128655,0.6,0.4,0.6,0.4,0.0,0.448968928,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.121212121,0.15151515100000001,0.272727273,0.363636364,0.636363636,0.2,
A129,A,Ours,proto_sw_1_3,expanded,rich,5,200004,1,,,6,4,2,6,16.56220100000064,1.9707908000018506,2.880584099999396,0.0036489999984041788,0.033736299999873154,21.465737000002264,860,150,0,711,412,300000,0,raw_cases/A129,1,0,0,0,0,0,0.11924145809712965,0.041459216,0,0,0.0,1.0,0,0.004573692688808828,0.0020152848654391956,0,0,0.11951513908806394,0.14875857777835,0.05689518660687387,6,2,6,1.2549443022348017,0.1568680377793502,0.0792549549288103,0.8293303360000001,0.019679733187134504,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.653280426,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0984848485,0.136363636,0.17424242425,0.363636364,0.636363636,0.3333333333333333,
A130,A,Ours,proto_sw_1_3,compact,simple,5,200004,1,,,4,3,1,4,32.818181300001015,1.2530000000006112,1.2058412999977008,0.00229149999722722,0.023468200000934303,35.31702330000189,1186,100,0,361,155,300000,0,raw_cases/A130,1,0,0,0,0,0,0.16319287688641523,0.041459216,0,0,0.0,0.9999999999999998,0,4.300689900304411e-05,4.089065748960857e-05,0,0,0.16319287688641523,0.2173958050190418,0.18256174180203355,4,1,4,0.9679628582272618,0.19359257164545235,0.07834986151770137,0.782584887,0.017252604166666668,0.5,0.5,0.75,0.25,0.0,0.226985022,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.1439393935,0.1666666665,0.272727273,0.545454546,0.454545454,0.25,
A131,A,Ours,proto_sw_1_3,compact,medium,5,200004,1,,,5,3,3,5,32.86077430000296,1.679212600000028,3.4041976000007708,0.006102799998188857,0.02728690000003553,37.99124529999972,1186,125,0,566,268,300000,0,raw_cases/A131,1,0,0,0,0,0,0.14969933135986366,0.041459216,0,0,0.0,0.9999999999999998,0,0.006945656588675296,0.0017448694739631055,0,0,0.14969933135986366,0.2751283105526205,0.12000112511536198,5,3,5,1.316633115387413,0.1645791394234266,0.08459901368301354,0.8628254720000001,0.021261650219298246,0.4,0.6,0.6,0.2,0.2,0.410691602,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.15151515100000001,0.15151515100000001,0.151515152,0.424242425,0.575757575,0.2,
A132,A,Ours,proto_sw_1_3,compact,rich,5,200004,1,,,6,4,2,6,32.611315999998624,1.9371665999969991,2.960505999999441,0.008464599999570055,0.026211899999907473,37.561508500002674,1186,150,32,537,571,300000,0,raw_cases/A132,1,0,0,0,0,0,0.1051310028807276,0.041459216,0,0,0.0,0.9999999999999998,0,0.0016908190224807194,0.0005505124738242425,0,0,0.10523747789598968,0.23307043253494916,0.20171407005661757,6,2,6,1.3409358636201967,0.16761698295252456,0.07256414018014838,0.947026556,0.024065698099415205,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.69337314,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0984848485,0.121212121,0.1439393935,0.424242425,0.575757575,0.3333333333333333,
A133,A,Ours,proto_sw_1_3,swept,simple,5,200004,1,,,4,3,1,4,26.87738420000096,1.2906240999982401,1.5001006000020425,0.00142529999720864,0.028191299999889452,29.711732600000687,848,100,0,357,52,300000,0,raw_cases/A133,1,0,0,0,0,0,0.11403320899984086,0.041459216,0,0,0.0,1.0000000000000002,0,0.0004001945633944474,0.00030560123093700234,0,0,0.11412309771580177,0.010908719806876615,0.008918620897515953,4,1,4,0.9045041297251035,0.18090082594502072,0.07232757190828576,0.832836141,0.01600762975146199,0.5,0.5,0.75,0.25,0.0,0.250910744,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.1136363635,0.1515151515,0.287878788,0.606060606,0.393939394,0.25,
A134,A,Ours,proto_sw_1_3,swept,medium,5,200004,1,,,6,4,2,6,43.87856049999755,1.9493423999992956,2.9589835999977367,0.00417129999914323,0.03441730000122334,48.84025529999781,848,150,139,1084,982,300000,0,raw_cases/A134,1,0,0,0,0,0,0.06397925822525921,0.041459216,0,0,0.0,1.0000000000000002,0,0.005091569659245561,0.003170392126327696,0,0,0.06407653160059576,0.8485755752320462,0.1956054498197517,6,2,6,1.2365087664224874,0.15456359580281093,0.07030127865735891,0.64942502,0.01851471125730994,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.597481657,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.090909091,0.106060606,0.1439393935,0.454545455,0.545454545,0.3333333333333333,
A135,A,Ours,proto_sw_1_3,swept,rich,5,200004,1,,,6,4,2,6,27.15852079999968,1.8654741999998805,2.9094131999991077,0.002290300002641743,0.02442680000240216,31.980793900002027,848,150,192,485,191,300000,0,raw_cases/A135,1,0,0,0,0,0,0.09796829571552683,0.041459216,0,0,0.0,1.0000000000000002,0,0.010634109185427015,0.002492702102152576,0,0,0.09798629423286687,0.4191635312006156,0.1758405722926525,6,2,6,1.3769586489738614,0.1721198311217327,0.0788338950513085,0.8394518470000001,0.022089729532163743,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.733237508,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.12121212149999999,0.14393939375,0.424242424,0.575757576,0.16666666666666666,
A136,A,Ours,proto_sw_1_3,expanded,simple,6,200005,1,,,4,3,1,4,16.85353699999905,1.3427407999988645,0.8295163000002503,0.0015297000027203467,0.028475399998569628,19.068070299999818,819,100,0,367,151,300000,0,raw_cases/A136,1,0,0,0,0,0,0.12160863360948516,0.041459216,0,0,0.0,1.0,0,0.002912239944211639,0.0012625825919433088,0,0,0.12162525982217326,0.1940793657537137,0.15846342049344234,4,1,4,0.9849241313645745,0.1969848262729149,0.09607460602672986,0.671255155,0.017543859649122806,0.5,0.5,0.75,0.25,0.0,0.254076666,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.136363636,0.1515151515,0.2651515155,0.606060606,0.393939394,0.25,
A137,A,Ours,proto_sw_1_3,expanded,medium,6,200005,1,,,5,3,2,5,17.071595000001253,1.5703901000015321,0.6705604999988282,0.003800099999352824,0.03036689999862574,19.36551359999794,819,125,0,281,450,300000,0,raw_cases/A137,1,0,0,0,0,0,0.17627583523773138,0.041459216,0,0,0.0,1.0,0,0.007468204845862421,0.0038041133586841952,0,0,0.17627583523773138,0.2012471858332759,0.19310844815368314,5,2,5,1.1162479534924474,0.15946399335606393,0.06701368591211802,0.7407749,0.019931012426900586,0.6,0.4,0.6,0.4,0.0,0.392137966,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.15151515100000001,0.151515152,0.24242424299999998,0.333333333,0.666666667,0.2,
A138,A,Ours,proto_sw_1_3,expanded,rich,6,200005,1,,,6,4,2,6,16.970400099999097,1.949371800001245,1.4800756000004185,0.0070727999991504475,0.02953669999988051,20.454752699999517,819,150,0,608,947,300000,0,raw_cases/A138,1,0,0,0,0,0,0.11339833173039944,0.041459216,0,0,0.0,1.0,0,0.007258439143687341,0.004892537579866088,0,0,0.11786170399962494,0.2305911739505613,0.07831921363197286,6,2,6,1.4176685579360344,0.17720856974200433,0.07630093955580164,0.7407749,0.02519074378654971,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.716143996,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.1515151515,0.181818182,0.333333333,0.666666667,0.16666666666666666,
A139,A,Ours,proto_sw_1_3,compact,simple,6,200005,1,,,4,3,2,4,58.26783699999942,1.277224399997067,0.9851208000000042,0.00245109999741544,0.027658300001348834,60.57892360000187,1118,100,0,180,129,300000,0,raw_cases/A139,1,0,0,0,0,0,0.1607538458228852,0.041459216,0,0,0.0,1.0000000000000002,0,0.0029842178663922383,0.0029292872781882875,0,0,0.1607538458228852,0.008068310731530075,0.006279944985220263,4,2,4,1.066920827194356,0.177820137865726,0.07305522510937386,0.9535987800000001,0.01844046966374269,0.5,0.5,0.75,0.0,0.25,0.242712073,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.16666666675,0.181818182,0.26515151524999997,0.5151515149999999,0.4848484850000001,0.25,
A140,A,Ours,proto_sw_1_3,compact,medium,6,200005,1,,,6,4,2,6,31.682666500000778,1.9174582000014198,1.8184118999997736,0.0024589000022388063,0.02974009999888949,35.465234000002965,1118,150,129,512,250,300000,0,raw_cases/A140,1,0,0,0,0,0,0.10396940895021146,0.041459216,0,0,0.0,1.0000000000000002,0,0.0036421110235038776,0.0020856403471799273,0,0,0.10399891967564108,0.4590492801490187,0.17607364333832673,6,2,6,1.2798560183522603,0.1599820022940325,0.0742604747320048,0.8250007069999999,0.022278188961988302,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.590033023,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.106060606,0.15151515100000001,0.15151515175,0.363636364,0.636363636,0.16666666666666666,
A141,A,Ours,proto_sw_1_3,compact,rich,6,200005,1,,,6,4,2,6,58.34031689999756,1.9232406000010087,4.979323299998214,0.008217700000386685,0.02633820000119158,65.29120989999865,1118,150,370,1703,2719,300000,0,raw_cases/A141,1,0,0,0,0,0,0.09036790531362163,0.041459216,0,0,0.0,1.0000000000000002,0,0.00284324117478559,0.0012548418673872963,0,0,0.10399891967564108,0.4594942643363767,0.1927143163190069,6,2,6,1.428622887503211,0.17857786093790137,0.07036295304670898,0.8442850169999999,0.021153143274853802,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.698630789,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.106060606,0.15151515100000001,0.15151515175,0.363636364,0.636363636,0.16666666666666666,
A142,A,Ours,proto_sw_1_3,swept,simple,6,200005,1,,,4,3,1,4,27.27845999999772,1.2815207000021474,0.6917687999994087,0.0015175000007729977,0.030984799999714596,29.297103199998674,885,100,0,190,102,300000,0,raw_cases/A142,1,0,0,0,0,0,0.1859399783918092,0.041459216,0,0,0.0,1.0000000000000002,0,0.004925028581246434,0.004738267086239391,0,0,0.1860306868971449,0.013261166331656684,0.008775483007085754,4,1,4,0.957567534687756,0.1915135069375512,0.079279592797288,0.8758048380000001,0.014962536549707603,0.5,0.5,0.75,0.25,0.0,0.230514111,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.1742424245,0.181818182,0.2575757575,0.48484848399999997,0.515151516,0.25,
A143,A,Ours,proto_sw_1_3,swept,medium,6,200005,1,,,5,3,2,5,27.391360700003133,1.5982750000002852,1.586321599999792,0.005693700000847457,0.02421630000026198,30.620540100000653,885,125,112,627,711,300000,0,raw_cases/A143,1,0,0,0,0,0,0.09960646364131845,0.041459216,0,0,0.0,1.0000000000000002,0,0.00117474597860401,0.0005467710247965401,0,0,0.09982703393337405,0.32895560337906404,0.19615917325594348,5,2,5,1.13916292955146,0.1627375613644943,0.08178666486218134,0.8566786000000001,0.020250822368421052,0.6,0.4,0.6,0.4,0.0,0.441993534,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.15151515100000001,0.15151515100000001,0.151515152,0.454545455,0.545454545,0.2,
A144,A,Ours,proto_sw_1_3,swept,rich,6,200005,1,,,6,4,2,6,47.35550650000005,1.9273844999988796,3.166503099997499,0.008313700000144308,0.034563799999887124,52.50800150000214,885,150,70,766,920,300000,0,raw_cases/A144,1,0,0,0,0,0,0.09515988720015937,0.041459216,0,0,0.0,1.0000000000000002,0,0.0041037114117506625,0.003059753476703824,0,0,0.09515988720015937,0.388108225227316,0.19615917325594348,6,2,6,1.362403226685974,0.17030040333574675,0.08080915833036453,0.9450807040000001,0.0236031158625731,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.742818285,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.106060606,0.15151515100000001,0.15151515175,0.39393939399999994,0.606060606,0.16666666666666666,
A145,A,Ours,proto_sw_1_3,expanded,simple,7,200006,1,,,4,3,1,4,15.703659700000571,1.2045011000009254,0.683135700001003,0.001392500002111774,0.0252306000002136,17.63330330000099,868,100,0,305,92,300000,0,raw_cases/A145,1,0,0,0,0,0,0.15726678274792025,0.041459216,0,0,0.0,1.0000000000000002,0,0.0008769344808547157,0.0008681630000623594,0,0,0.16849276453111742,0.006414575176046386,0.003640150563940483,4,1,4,0.7783255265462775,0.1556651053092555,0.05757312818671343,0.7232356019999999,0.014100191885964912,0.5,0.5,0.75,0.25,0.0,0.212537039,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.14393939425,0.166666667,0.27272727274999997,0.545454545,0.454545455,0.25,
A146,A,Ours,proto_sw_1_3,expanded,medium,7,200006,1,,,5,4,1,5,15.596435200000997,1.6289097999979276,1.3515263000008417,0.0018933000028482638,0.024348199996893527,18.618204099999275,868,125,59,607,160,300000,0,raw_cases/A146,1,0,0,0,0,0,0.05305187528525039,0.041459216,0,0,0.0,1.0000000000000002,0,0.0008731056104939452,0.0004383868000096232,0,0,0.053068345325762274,0.27692451273919577,0.132765740052468,5,1,5,1.0532695922817603,0.17554493204696006,0.07728639529698593,0.6756602030000001,0.018954449926900586,0.4,0.6,0.8,0.2,0.0,0.473519964,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.151515152,0.181818182,0.181818182,0.363636363,0.636363637,0.2,
A147,A,Ours,proto_sw_1_3,expanded,rich,7,200006,1,,,6,5,1,6,15.688855199998216,1.8731206999982533,2.097988000001351,0.003446900002018083,0.02539510000133305,19.702224299999216,868,150,186,844,287,300000,0,raw_cases/A147,1,0,0,0,0,0,0.05305187528525039,0.041459216,0,0,0.0,1.0000000000000002,0,0.0014175917465829668,0.0006145593871696959,0,0,0.053068345325762274,0.7895704945915595,0.19158569917132562,6,1,6,1.2829067237782337,0.18327238911117624,0.06618748638615808,0.741838334,0.023020604897660817,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.740907603,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.1363636365,0.1742424245,0.363636363,0.636363637,0.16666666666666666,
A148,A,Ours,proto_sw_1_3,compact,simple,7,200006,1,,,4,3,2,4,33.402728100001696,1.2952159000014944,0.7701302999994368,0.0023698999975749757,0.025229799997759983,35.509160699999484,1326,100,0,267,114,300000,0,raw_cases/A148,1,0,0,0,0,0,0.22403838671265752,0.041459216,0,0,0.0,1.0,0,0.004496168842834539,0.003485666371726897,0,0,0.22739045179356454,0.17671074455299907,0.16322405261858963,4,2,4,1.0951632064872694,0.18252720108121157,0.10696955077212322,0.8816542719999999,0.01316360562865497,0.5,0.5,0.75,0.0,0.25,0.22381893,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.15151515175,0.151515152,0.25000000025,0.545454545,0.454545455,0.25,
A149,A,Ours,proto_sw_1_3,compact,medium,7,200006,1,,,6,5,1,6,33.52260209999804,1.900203999997757,2.375641300001007,0.0031195000010484364,0.034369800003332784,37.854157300000224,1326,150,198,567,201,300000,0,raw_cases/A149,1,0,0,0,0,0,0.04666267293931442,0.041459216,0,0,0.0,1.0,0,0.0002638288020724727,0.00016283526817194297,0,0,0.04666267293931442,0.31386875793655566,0.10790487346658036,6,1,6,1.2929402577725222,0.1847057511103603,0.05397928398680318,0.9250034619999999,0.02021655701754386,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.649721078,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.121212121,0.14393939425000002,0.424242424,0.575757576,0.16666666666666666,
A150,A,Ours,proto_sw_1_3,compact,rich,7,200006,1,,,6,5,1,6,33.55904440000086,1.982185599998047,2.2870957999984967,0.002733100001933053,0.030194499999197433,37.87941359999968,1326,150,0,412,187,300000,0,raw_cases/A150,1,0,0,0,0,0,0.11372870362712882,0.041459216,0,0,0.0,1.0,0,0.0029334157542422763,0.002404847272835511,0,0,0.11372870362712882,0.1714973125960199,0.11971980887766963,6,1,6,1.262665541793448,0.1803807916847783,0.07158369247004474,0.8751971439999999,0.022746482090643276,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.726410308,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.136363636,0.15151515175000002,0.393939394,0.606060606,0.16666666666666666,
A151,A,Ours,proto_sw_1_3,swept,simple,7,200006,1,,,4,3,1,4,27.623023699998157,1.2234427999974287,1.1795910999971966,0.001726099999359576,0.02734700000291923,30.068347399999766,819,100,12,298,88,300000,0,raw_cases/A151,1,0,0,0,0,0,0.15514712836666328,0.041459216,0,0,0.0,0.9999999999999999,0,0.0008734261794275108,0.000606756375454896,0,0,0.15514712836666325,0.1876320783239156,0.0996794645004609,4,1,4,0.9517912655922827,0.19035825311845653,0.0672504567661042,0.7243361629999999,0.016961348684210526,0.5,0.5,0.75,0.25,0.0,0.236392587,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.15151515175,0.151515152,0.25000000025,0.545454545,0.454545455,0.25,
A152,A,Ours,proto_sw_1_3,swept,medium,7,200006,1,,,5,4,1,5,27.131759500000044,1.5427565999998478,1.4076947000030486,0.0020279999989725184,0.022935000000870787,30.12188480000259,819,125,14,378,173,300000,0,raw_cases/A152,1,0,0,0,0,0,0.15514712836666328,0.041459216,0,0,0.0,0.9999999999999999,0,0.0017181580605002552,0.0017019779345301966,0,0,0.15514712836666325,0.19569552494774545,0.0996794645004609,5,1,5,1.0767211422076466,0.17945352370127443,0.06996853484950762,0.7243361629999999,0.019257127192982455,0.4,0.6,0.8,0.2,0.0,0.44653559,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.151515152,0.15151515200000001,0.242424242,0.303030303,0.696969697,0.2,
A153,A,Ours,proto_sw_1_3,swept,rich,7,200006,1,,,6,5,1,6,27.147684600000503,1.8835012000017741,1.9248388999985764,0.002915100001700921,0.024157399999239715,30.99601089999851,819,150,0,760,303,300000,0,raw_cases/A153,1,0,0,0,0,0,0.09968056803451923,0.041459216,0,0,0.0,0.9999999999999999,0,0.002511122458496034,0.001082200057330116,0,0,0.09968056803451923,0.3581828441502515,0.16140265024452272,6,1,6,1.2078290213024896,0.1725470030432128,0.07366329267786942,0.7065469249999999,0.018497578581871343,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.653575051,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0984848485,0.1363636365,0.2196969695,0.303030303,0.696969697,0.3333333333333333,
A154,A,Ours,proto_sw_1_3,expanded,simple,8,200007,1,,,4,3,1,4,15.956261899998935,1.243870700000116,0.5710985000005167,0.001255800001672469,0.02892299999803072,17.81671209999695,870,100,40,342,114,300000,0,raw_cases/A154,1,0,0,0,0,0,0.08359253219278345,0.041459216,0,0,0.0,1.0000000000000002,0,0.00560957889771968,0.0024172504644052483,0,0,0.08376829425873196,0.2918412723442404,0.16851256720245525,4,1,4,1.0194794041536586,0.2038958808307317,0.07962354862646494,0.38431583399999997,0.013974552266081871,0.5,0.5,0.75,0.25,0.0,0.248825036,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.121212121,0.1818181815,0.3106060605,0.515151516,0.484848484,0.25,
A155,A,Ours,proto_sw_1_3,expanded,medium,8,200007,1,,,5,4,1,5,15.871031400001812,1.643625199998496,2.0986382000010053,0.0030941000004531816,0.026475700000446523,19.660313899999892,870,125,55,1009,154,300000,0,raw_cases/A155,1,0,0,0,0,0,0.09977307324048962,0.041459216,0,0,0.0,1.0000000000000002,0,0.0010038528367952273,0.0009881692296979997,0,0,0.09986361941794045,0.2221030428192582,0.1724872912742663,5,1,5,1.0033235230672135,0.16722058717786892,0.06630311411620544,0.7155203720000001,0.014437134502923976,0.6,0.4,0.8,0.2,0.0,0.46130226,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.090909091,0.15151515100000001,0.151515152,0.515151516,0.484848484,0.4,
A156,A,Ours,proto_sw_1_3,expanded,rich,8,200007,1,,,6,5,1,6,15.920703200001299,1.8507259999969392,4.058737999999721,0.004037599999719532,0.028376700000080746,21.875436000002082,870,150,55,1317,328,300000,0,raw_cases/A156,1,0,0,0,0,0,0.09977307324048962,0.041459216,0,0,0.0,1.0000000000000002,0,0.0031493205834870015,0.0029301771616326044,0,0,0.09986361941794045,0.2616959612299134,0.1724872912742663,6,1,6,1.2889742473259558,0.18413917818942224,0.07844497747111233,0.833745717,0.019651178728070175,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.74568598,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.106060606,0.1515151515,0.151515152,0.363636364,0.636363636,0.3333333333333333,
A157,A,Ours,proto_sw_1_3,compact,simple,8,200007,1,,,4,3,1,4,31.474268000001757,1.2109014999987266,2.05764050000289,0.0023836000000301283,0.026220700001431396,34.788300700001855,1336,100,72,484,116,300000,0,raw_cases/A157,1,0,0,0,0,0,0.09917167339528489,0.041459216,0,0,0.0,1.0,0,0.00023966239631532607,0.0002124141599924305,0,0,0.09920656158389547,0.1845778514458401,0.14643139268926572,4,1,4,0.9711245648245364,0.19422491296490726,0.042401039665890906,0.823297607,0.017355400219298246,0.5,0.5,0.75,0.25,0.0,0.212736305,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.15151515175,0.166666667,0.26515151525,0.515151515,0.484848485,0.25,
A158,A,Ours,proto_sw_1_3,compact,medium,8,200007,1,,,6,5,1,6,31.3756386999994,1.9238588999978674,3.1929822000020067,0.002979500000947155,0.030143600000883453,36.53891989999829,1336,150,130,1031,198,300000,0,raw_cases/A158,1,0,0,0,0,0,0.08564629729033972,0.041459216,0,0,0.0,1.0,0,0.0025628753846044677,0.0010311870729746231,0,0,0.08564629729033972,0.5110896574612713,0.19156186934780026,6,1,6,1.1925990739506238,0.17037129627866054,0.0742495921321833,0.904206381,0.02155861659356725,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.592679798,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.136363636,0.15151515175,0.393939394,0.606060606,0.16666666666666666,
A159,A,Ours,proto_sw_1_3,compact,rich,8,200007,1,,,6,5,1,6,31.301082400001178,1.8962558999992325,2.4302056000015,0.0034873000004154164,0.029488000000128523,35.68282899999758,1336,150,51,494,247,300000,0,raw_cases/A159,1,0,0,0,0,0,0.08457509860903208,0.041459216,0,0,0.0,1.0,0,0.0007333453304499409,0.00026454064124389984,0,0,0.08466049345207491,0.3427932170457255,0.15299271915296928,6,1,6,1.3057511077485238,0.18653587253550338,0.0845312883861379,1.0406345689999998,0.023243329678362575,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.731485993,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.136363636,0.15151515175,0.393939394,0.606060606,0.16666666666666666,
A160,A,Ours,proto_sw_1_3,swept,simple,8,200007,1,,,4,3,1,4,28.0517918000005,1.279900199999247,1.4886998000001768,0.0025106000030064024,0.02422870000009425,30.861365400000068,814,100,0,409,133,300000,0,raw_cases/A160,1,0,0,0,0,0,0.17449297513202688,0.041459216,0,0,0.0,1.0000000000000004,0,0.0009520084704553433,0.0007132883256838666,0,0,0.17450940890833191,0.16267446036067915,0.14140689098822462,4,1,4,0.9239072057422609,0.18478144114845219,0.055310919090850154,0.715533722,0.01648734466374269,0.5,0.5,0.75,0.25,0.0,0.196149075,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.1439393935,0.1515151515,0.257575758,0.575757576,0.424242424,0.25,
A161,A,Ours,proto_sw_1_3,swept,medium,8,200007,1,,,5,4,1,5,27.76842680000118,1.5882486999980756,2.3713406000024406,0.0039146999988588504,0.029446799999277573,31.778995199998462,814,125,296,540,231,300000,0,raw_cases/A161,1,0,0,0,0,0,0.0493495542981828,0.041459216,0,0,0.0,1.0000000000000004,0,0.0011645925209633054,0.0008595725179907336,0,0,0.0493495542981828,0.2144433673512883,0.13883175528686753,5,1,5,1.0583401558045613,0.1763900259674269,0.07171025250487224,0.7532340389999999,0.019000137061403508,0.6,0.4,0.8,0.2,0.0,0.417359377,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.121212121,0.12121212199999998,0.151515152,0.515151515,0.484848485,0.2,
