"excluded_file","reason","original_path"
"ChatGPT Image 2026年7月15日 13_39_59.png","AI-generated unpaired reference, not a real collected image","D:\sdxl\chanzhi_sw_clean\data\review_candidates_all_20260715\ChatGPT Image 2026年7月15日 13_39_59.png"
