analysis,control,prototype_id,level,metric,n,mean,median,minimum,maximum,monotonic_triplet_count,monotonic_triplet_fraction,specimen_count,unique_signature_count,unique_signature_ratio,signature_round_decimals
level_distribution,backbone,proto_sw_3_2,swept,root_gap_max,30,0.2939393938,0.303030303,0.242424242,0.3333333330000001,,,,,,
level_distribution,density,all,medium,density_resource_D,150,0.4472988538466667,0.4333218255,0.226992976,0.710702785,,,,,,
level_distribution,density,all,medium,l1_count,150,5.673333333333333,6.0,4.0,6.0,,,,,,
level_distribution,density,all,medium,l2_count,150,1.7266666666666666,2.0,1.0,3.0,,,,,,
level_distribution,density,all,medium,branchunit_count_evaluated,150,5.673333333333333,6.0,4.0,6.0,,,,,,
level_distribution,density,all,medium,ordinary_total_length,150,1.358920867752251,1.3513940593619496,1.0014540560841163,1.8279027643800378,,,,,,
level_distribution,density,all,medium,ordinary_mean_length,150,0.18452708255225156,0.18193691125910627,0.1333806395395082,0.2529751512573707,,,,,,
level_distribution,density,all,medium,mean_backbone_excursion,150,0.07689809190832696,0.07431592373665905,0.042748906696752666,0.14288834001172787,,,,,,
level_distribution,density,all,medium,vertical_span,150,0.6886168208066666,0.6903509655,0.31406338600000006,1.100056524,,,,,,
level_distribution,density,all,medium,occupied_area_ratio,150,0.022147980628654973,0.02235528600146199,0.010782163742690058,0.03118718019005848,,,,,,
level_distribution,density,all,medium,root_coverage_qcov,150,0.6436363636066667,0.666666666,0.424242424,0.757575758,,,,,,
level_distribution,density,all,medium,root_gap_max,150,0.35636363639333335,0.33333333400000004,0.242424242,0.575757576,,,,,,
level_distribution,density,all,rich,density_resource_D,150,0.6606819605533334,0.6629390959999999,0.486676304,0.807295903,,,,,,
level_distribution,density,all,rich,l1_count,150,6.273333333333333,6.0,5.0,7.0,,,,,,
level_distribution,density,all,rich,l2_count,150,1.84,2.0,1.0,5.0,,,,,,
level_distribution,density,all,rich,branchunit_count_evaluated,150,6.273333333333333,6.0,5.0,7.0,,,,,,
level_distribution,density,all,rich,ordinary_total_length,150,1.590464000491682,1.5637068825279246,1.188548533610563,2.1329132766982575,,,,,,
level_distribution,density,all,rich,ordinary_mean_length,150,0.19753756235445366,0.1936141525043017,0.1316530634066673,0.28085505914246184,,,,,,
level_distribution,density,all,rich,mean_backbone_excursion,150,0.08333820995574305,0.08162676946061709,0.040378316562861505,0.14288834001172787,,,,,,
level_distribution,density,all,rich,vertical_span,150,0.7357039058733333,0.7266702085,0.38075842400000004,1.235123647,,,,,,
level_distribution,density,all,rich,occupied_area_ratio,150,0.02567217196637427,0.0252421418128655,0.014688413742690058,0.03485357273391813,,,,,,
level_distribution,density,all,rich,root_coverage_qcov,150,0.6591919191733333,0.666666667,0.484848485,0.757575758,,,,,,
level_distribution,density,all,rich,root_gap_max,150,0.3408080808266667,0.333333333,0.242424242,0.515151515,,,,,,
level_distribution,density,all,simple,density_resource_D,150,0.24293419121999998,0.2338804585,0.095304079,0.366967444,,,,,,
level_distribution,density,all,simple,l1_count,150,4.82,5.0,4.0,6.0,,,,,,
level_distribution,density,all,simple,l2_count,150,1.52,1.0,1.0,4.0,,,,,,
level_distribution,density,all,simple,branchunit_count_evaluated,150,4.82,5.0,4.0,6.0,,,,,,
level_distribution,density,all,simple,ordinary_total_length,150,1.2007215036487853,1.1608615221123704,0.7783255265462775,1.624105732545534,,,,,,
level_distribution,density,all,simple,ordinary_mean_length,150,0.19169549073878348,0.19378142860388348,0.1302826044864962,0.24140829594622362,,,,,,
level_distribution,density,all,simple,mean_backbone_excursion,150,0.07762543719056866,0.07711268969107682,0.042401039665890906,0.1176751130127962,,,,,,
level_distribution,density,all,simple,vertical_span,150,0.6728920389,0.6688195045,0.23693643400000008,1.08290019,,,,,,
level_distribution,density,all,simple,occupied_area_ratio,150,0.019718491106237815,0.019017269736842105,0.010964912280701754,0.027886284722222224,,,,,,
level_distribution,density,all,simple,root_coverage_qcov,150,0.5965656565933334,0.606060606,0.393939394,0.757575758,,,,,,
level_distribution,density,all,simple,root_gap_max,150,0.4034343434066667,0.39393939399999994,0.242424242,0.606060606,,,,,,
level_distribution,density,proto_sw_1_1,medium,density_resource_D,30,0.4308102324,0.4217347405,0.226992976,0.650323703,,,,,,
level_distribution,density,proto_sw_1_1,medium,l1_count,30,5.066666666666666,5.0,4.0,6.0,,,,,,
level_distribution,density,proto_sw_1_1,medium,l2_count,30,1.7666666666666666,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_1_1,medium,branchunit_count_evaluated,30,5.066666666666666,5.0,4.0,6.0,,,,,,
level_distribution,density,proto_sw_1_1,medium,ordinary_total_length,30,1.2544146523347115,1.2422940253674777,1.0351257531740505,1.5668708899024189,,,,,,
level_distribution,density,proto_sw_1_1,medium,ordinary_mean_length,30,0.1855818488295697,0.18468700431742327,0.14992932592830788,0.23642471986115554,,,,,,
level_distribution,density,proto_sw_1_1,medium,mean_backbone_excursion,30,0.0749791005754915,0.07158382067619368,0.046417346540145225,0.11030799315330304,,,,,,
level_distribution,density,proto_sw_1_1,medium,vertical_span,30,0.9602727590000001,0.9531214965,0.71342179,1.100056524,,,,,,
level_distribution,density,proto_sw_1_1,medium,occupied_area_ratio,30,0.016498195358187133,0.016450223866959063,0.010782163742690058,0.024094252558479533,,,,,,
level_distribution,density,proto_sw_1_1,medium,root_coverage_qcov,30,0.5999999998666666,0.636363636,0.454545454,0.7272727270000001,,,,,,
level_distribution,density,proto_sw_1_1,medium,root_gap_max,30,0.4000000001333333,0.363636364,0.27272727299999994,0.545454546,,,,,,
level_distribution,density,proto_sw_1_1,rich,density_resource_D,30,0.6915181160666666,0.6935974764999999,0.606214669,0.790830052,,,,,,
level_distribution,density,proto_sw_1_1,rich,l1_count,30,5.966666666666667,6.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_1_1,rich,l2_count,30,1.7,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_1_1,rich,branchunit_count_evaluated,30,5.966666666666667,6.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_1_1,rich,ordinary_total_length,30,1.5062701564755898,1.4957260291187287,1.3514383848041458,1.7106071073425764,,,,,,
level_distribution,density,proto_sw_1_1,rich,ordinary_mean_length,30,0.19727551445309832,0.19576163503549937,0.17085514649209207,0.23554889533148068,,,,,,
level_distribution,density,proto_sw_1_1,rich,mean_backbone_excursion,30,0.07555356874875932,0.07615582507728942,0.05605959897721349,0.09687247420261154,,,,,,
level_distribution,density,proto_sw_1_1,rich,vertical_span,30,0.9758508581333333,0.969797813,0.71460708,1.235123647,,,,,,
level_distribution,density,proto_sw_1_1,rich,occupied_area_ratio,30,0.019923968993664717,0.019805372807017545,0.014688413742690058,0.026715551900584795,,,,,,
level_distribution,density,proto_sw_1_1,rich,root_coverage_qcov,30,0.6333333333666666,0.666666666,0.484848485,0.7272727270000001,,,,,,
level_distribution,density,proto_sw_1_1,rich,root_gap_max,30,0.3666666666333333,0.333333334,0.27272727299999994,0.515151515,,,,,,
level_distribution,density,proto_sw_1_1,simple,density_resource_D,30,0.20166141786666666,0.206730064,0.123032368,0.246581515,,,,,,
level_distribution,density,proto_sw_1_1,simple,l1_count,30,4.0,4.0,4.0,4.0,,,,,,
level_distribution,density,proto_sw_1_1,simple,l2_count,30,1.1,1.0,1.0,2.0,,,,,,
level_distribution,density,proto_sw_1_1,simple,branchunit_count_evaluated,30,4.0,4.0,4.0,4.0,,,,,,
level_distribution,density,proto_sw_1_1,simple,ordinary_total_length,30,1.0555601605222944,1.0453264317869866,0.9771901051013716,1.192805353672289,,,,,,
level_distribution,density,proto_sw_1_1,simple,ordinary_mean_length,30,0.20736283547982254,0.20804538922348584,0.17383153826228206,0.2385610707344578,,,,,,
level_distribution,density,proto_sw_1_1,simple,mean_backbone_excursion,30,0.07825221723367298,0.07910285679176707,0.045664336890187576,0.10626566993716528,,,,,,
level_distribution,density,proto_sw_1_1,simple,vertical_span,30,0.9626263675333334,0.9801990329999999,0.5736034369999999,1.08290019,,,,,,
level_distribution,density,proto_sw_1_1,simple,occupied_area_ratio,30,0.014807390655458089,0.015233803910818713,0.010964912280701754,0.019388477704678362,,,,,,
level_distribution,density,proto_sw_1_1,simple,root_coverage_qcov,30,0.5484848484666667,0.575757576,0.424242424,0.636363636,,,,,,
level_distribution,density,proto_sw_1_1,simple,root_gap_max,30,0.4515151515333333,0.424242424,0.36363636399999993,0.575757576,,,,,,
level_distribution,density,proto_sw_1_3,medium,density_resource_D,30,0.5014750179,0.467411112,0.392137966,0.710702785,,,,,,
level_distribution,density,proto_sw_1_3,medium,l1_count,30,5.4,5.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_1_3,medium,l2_count,30,1.7,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_1_3,medium,branchunit_count_evaluated,30,5.4,5.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_1_3,medium,ordinary_total_length,30,1.1762515293365543,1.167729125734576,1.0014540560841163,1.4996506124828013,,,,,,
level_distribution,density,proto_sw_1_3,medium,ordinary_mean_length,30,0.16665433051133316,0.16638155274202748,0.1333806395395082,0.20139307967131576,,,,,,
level_distribution,density,proto_sw_1_3,medium,mean_backbone_excursion,30,0.06987035545370059,0.06913087385088267,0.042748906696752666,0.09871948268406218,,,,,,
level_distribution,density,proto_sw_1_3,medium,vertical_span,30,0.7475882591666667,0.7456365435000001,0.40095151100000004,0.9250034619999999,,,,,,
level_distribution,density,proto_sw_1_3,medium,occupied_area_ratio,30,0.019802898087231968,0.019554093567251463,0.014437134502923976,0.025521975511695907,,,,,,
level_distribution,density,proto_sw_1_3,medium,root_coverage_qcov,30,0.5929292928666666,0.606060606,0.424242424,0.757575758,,,,,,
level_distribution,density,proto_sw_1_3,medium,root_gap_max,30,0.4070707071333333,0.393939394,0.242424242,0.575757576,,,,,,
level_distribution,density,proto_sw_1_3,rich,density_resource_D,30,0.70961374,0.715201168,0.646455789,0.807295903,,,,,,
level_distribution,density,proto_sw_1_3,rich,l1_count,30,6.0,6.0,6.0,6.0,,,,,,
level_distribution,density,proto_sw_1_3,rich,l2_count,30,1.6333333333333333,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_1_3,rich,branchunit_count_evaluated,30,6.0,6.0,6.0,6.0,,,,,,
level_distribution,density,proto_sw_1_3,rich,ordinary_total_length,30,1.334738367482908,1.33021688282558,1.188548533610563,1.4996506124828013,,,,,,
level_distribution,density,proto_sw_1_3,rich,ordinary_mean_length,30,0.17524960758363636,0.17512246531637699,0.15466905850630192,0.18849970029013763,,,,,,
level_distribution,density,proto_sw_1_3,rich,mean_backbone_excursion,30,0.07322339909344282,0.07445267052990107,0.040378316562861505,0.08557540708082768,,,,,,
level_distribution,density,proto_sw_1_3,rich,vertical_span,30,0.8271553937333334,0.8303343155,0.590496308,1.0406345689999998,,,,,,
level_distribution,density,proto_sw_1_3,rich,occupied_area_ratio,30,0.022219937865497075,0.02236956323099415,0.017292580409356724,0.025521975511695907,,,,,,
level_distribution,density,proto_sw_1_3,rich,root_coverage_qcov,30,0.6232323231666667,0.636363636,0.515151516,0.7272727269999999,,,,,,
level_distribution,density,proto_sw_1_3,rich,root_gap_max,30,0.37676767683333334,0.36363636400000005,0.27272727300000005,0.484848484,,,,,,
level_distribution,density,proto_sw_1_3,simple,density_resource_D,30,0.23766853686666664,0.23509252349999998,0.18764259,0.320951469,,,,,,
level_distribution,density,proto_sw_1_3,simple,l1_count,30,4.0,4.0,4.0,4.0,,,,,,
level_distribution,density,proto_sw_1_3,simple,l2_count,30,1.1333333333333333,1.0,1.0,2.0,,,,,,
level_distribution,density,proto_sw_1_3,simple,branchunit_count_evaluated,30,4.0,4.0,4.0,4.0,,,,,,
level_distribution,density,proto_sw_1_3,simple,ordinary_total_length,30,0.9722253581355985,0.9576339329980699,0.7783255265462775,1.0951632064872694,,,,,,
level_distribution,density,proto_sw_1_3,simple,ordinary_mean_length,30,0.18965865482613156,0.1889823172077861,0.1556651053092555,0.21229362432428922,,,,,,
level_distribution,density,proto_sw_1_3,simple,mean_backbone_excursion,30,0.0749344536248656,0.07468264256276211,0.042401039665890906,0.10696955077212322,,,,,,
level_distribution,density,proto_sw_1_3,simple,vertical_span,30,0.7777790974333333,0.7873955159999999,0.38431583399999997,0.9535987800000001,,,,,,
level_distribution,density,proto_sw_1_3,simple,occupied_area_ratio,30,0.01611804032651072,0.0162531980994152,0.01316360562865497,0.019040113304093567,,,,,,
level_distribution,density,proto_sw_1_3,simple,root_coverage_qcov,30,0.46060606076666666,0.454545455,0.393939394,0.545454546,,,,,,
level_distribution,density,proto_sw_1_3,simple,root_gap_max,30,0.5393939392333333,0.545454545,0.454545454,0.606060606,,,,,,
level_distribution,density,proto_sw_2_3,medium,density_resource_D,30,0.4546962214333333,0.462589175,0.38846082,0.490736681,,,,,,
level_distribution,density,proto_sw_2_3,medium,l1_count,30,6.0,6.0,6.0,6.0,,,,,,
level_distribution,density,proto_sw_2_3,medium,l2_count,30,1.7666666666666666,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_2_3,medium,branchunit_count_evaluated,30,6.0,6.0,6.0,6.0,,,,,,
level_distribution,density,proto_sw_2_3,medium,ordinary_total_length,30,1.3044159314667254,1.3053324951152239,1.1385640130901398,1.4483505066211193,,,,,,
level_distribution,density,proto_sw_2_3,medium,ordinary_mean_length,30,0.16854613627019463,0.16812604200178655,0.14699306089081943,0.18286036980170303,,,,,,
level_distribution,density,proto_sw_2_3,medium,mean_backbone_excursion,30,0.07411820130409508,0.07300508923185234,0.049723295272164354,0.09569833247234831,,,,,,
level_distribution,density,proto_sw_2_3,medium,vertical_span,30,0.4123061652666667,0.40804311149999994,0.31406338600000006,0.5311731960000001,,,,,,
level_distribution,density,proto_sw_2_3,medium,occupied_area_ratio,30,0.021780199195906434,0.021995499817251463,0.017292580409356724,0.025510553728070175,,,,,,
level_distribution,density,proto_sw_2_3,medium,root_coverage_qcov,30,0.6212121212333332,0.606060606,0.575757576,0.6666666670000001,,,,,,
level_distribution,density,proto_sw_2_3,medium,root_gap_max,30,0.37878787876666664,0.39393939399999994,0.33333333299999995,0.42424242399999995,,,,,,
level_distribution,density,proto_sw_2_3,rich,density_resource_D,30,0.6389907874666666,0.635272654,0.552785481,0.722684475,,,,,,
level_distribution,density,proto_sw_2_3,rich,l1_count,30,6.333333333333333,6.0,6.0,7.0,,,,,,
level_distribution,density,proto_sw_2_3,rich,l2_count,30,2.0,2.0,1.0,5.0,,,,,,
level_distribution,density,proto_sw_2_3,rich,branchunit_count_evaluated,30,6.333333333333333,6.0,6.0,7.0,,,,,,
level_distribution,density,proto_sw_2_3,rich,ordinary_total_length,30,1.5005508490429287,1.5081385707704473,1.3064900894683178,1.7168197216666354,,,,,,
level_distribution,density,proto_sw_2_3,rich,ordinary_mean_length,30,0.1828973082280785,0.18756727240213528,0.1316530634066673,0.2217843203215327,,,,,,
level_distribution,density,proto_sw_2_3,rich,mean_backbone_excursion,30,0.08731201679508212,0.08782585134974265,0.06292782309046513,0.10642262589820753,,,,,,
level_distribution,density,proto_sw_2_3,rich,vertical_span,30,0.4713935326,0.470200072,0.38075842400000004,0.617450831,,,,,,
level_distribution,density,proto_sw_2_3,rich,occupied_area_ratio,30,0.024610326815302144,0.025096514071637425,0.017206917032163743,0.028857136330409358,,,,,,
level_distribution,density,proto_sw_2_3,rich,root_coverage_qcov,30,0.6050505051,0.606060606,0.545454545,0.6666666670000001,,,,,,
level_distribution,density,proto_sw_2_3,rich,root_gap_max,30,0.3949494949,0.393939394,0.33333333299999995,0.454545455,,,,,,
level_distribution,density,proto_sw_2_3,simple,density_resource_D,30,0.2640860805333333,0.274576944,0.139221512,0.345820528,,,,,,
level_distribution,density,proto_sw_2_3,simple,l1_count,30,5.533333333333333,6.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_2_3,simple,l2_count,30,1.8,2.0,1.0,4.0,,,,,,
level_distribution,density,proto_sw_2_3,simple,branchunit_count_evaluated,30,5.533333333333333,6.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_2_3,simple,ordinary_total_length,30,1.1542385890933617,1.1608615221123704,0.9632447605122002,1.3747292283716845,,,,,,
level_distribution,density,proto_sw_2_3,simple,ordinary_mean_length,30,0.1588824877416187,0.15719721633097705,0.1302826044864962,0.19237602259811357,,,,,,
level_distribution,density,proto_sw_2_3,simple,mean_backbone_excursion,30,0.06965322288907833,0.06765297974359924,0.04586497315493385,0.09510648503266338,,,,,,
level_distribution,density,proto_sw_2_3,simple,vertical_span,30,0.37128130626666667,0.362041391,0.23693643400000008,0.501278694,,,,,,
level_distribution,density,proto_sw_2_3,simple,occupied_area_ratio,30,0.018986811647173488,0.01874314692982456,0.013728983918128655,0.022986339546783627,,,,,,
level_distribution,density,proto_sw_2_3,simple,root_coverage_qcov,30,0.6090909090666667,0.606060606,0.5151515150000001,0.6666666670000001,,,,,,
level_distribution,density,proto_sw_2_3,simple,root_gap_max,30,0.3909090909333333,0.39393939399999994,0.33333333299999995,0.48484848499999994,,,,,,
level_distribution,density,proto_sw_3_1,medium,density_resource_D,30,0.4359619724666667,0.424581016,0.344363866,0.564687785,,,,,,
level_distribution,density,proto_sw_3_1,medium,l1_count,30,5.9,6.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_3_1,medium,l2_count,30,1.7666666666666666,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_3_1,medium,branchunit_count_evaluated,30,5.9,6.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_3_1,medium,ordinary_total_length,30,1.54178621478306,1.5313189783315513,1.3509153964056122,1.771520639862333,,,,,,
level_distribution,density,proto_sw_3_1,medium,ordinary_mean_length,30,0.20278215321628354,0.1963448450119968,0.16883687743322853,0.2529751512573707,,,,,,
level_distribution,density,proto_sw_3_1,medium,mean_backbone_excursion,30,0.08822586495880075,0.08713025045376929,0.06880897759543386,0.14288834001172787,,,,,,
level_distribution,density,proto_sw_3_1,medium,vertical_span,30,0.7156770575333333,0.70190313,0.531309979,0.945329909,,,,,,
level_distribution,density,proto_sw_3_1,medium,occupied_area_ratio,30,0.02595371893274854,0.025664747807017545,0.022363852339181287,0.031090095029239765,,,,,,
level_distribution,density,proto_sw_3_1,medium,root_coverage_qcov,30,0.6989898989333334,0.696969697,0.575757576,0.757575758,,,,,,
level_distribution,density,proto_sw_3_1,medium,root_gap_max,30,0.3010101010666667,0.303030303,0.242424242,0.424242424,,,,,,
level_distribution,density,proto_sw_3_1,rich,density_resource_D,30,0.6122443158,0.608360593,0.486676304,0.707881092,,,,,,
level_distribution,density,proto_sw_3_1,rich,l1_count,30,6.1,6.0,5.0,7.0,,,,,,
level_distribution,density,proto_sw_3_1,rich,l2_count,30,1.7333333333333334,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_3_1,rich,branchunit_count_evaluated,30,6.1,6.0,5.0,7.0,,,,,,
level_distribution,density,proto_sw_3_1,rich,ordinary_total_length,30,1.81711287690358,1.7899659256283473,1.5974692593216835,2.1329132766982575,,,,,,
level_distribution,density,proto_sw_3_1,rich,ordinary_mean_length,30,0.23355320524318876,0.23303861648261198,0.17628870829565138,0.28085505914246184,,,,,,
level_distribution,density,proto_sw_3_1,rich,mean_backbone_excursion,30,0.10219942304430779,0.10249039137870439,0.07405577448114509,0.14288834001172787,,,,,,
level_distribution,density,proto_sw_3_1,rich,vertical_span,30,0.7794395781,0.7928621015,0.5937028390000001,0.945329909,,,,,,
level_distribution,density,proto_sw_3_1,rich,occupied_area_ratio,30,0.029951343201754386,0.029419659173976608,0.025196454678362575,0.03485357273391813,,,,,,
level_distribution,density,proto_sw_3_1,rich,root_coverage_qcov,30,0.6999999999,0.696969697,0.636363636,0.757575758,,,,,,
level_distribution,density,proto_sw_3_1,rich,root_gap_max,30,0.3000000001,0.303030303,0.242424242,0.363636364,,,,,,
level_distribution,density,proto_sw_3_1,simple,density_resource_D,30,0.2657456564,0.26321346300000004,0.095304079,0.366967444,,,,,,
level_distribution,density,proto_sw_3_1,simple,l1_count,30,5.4,5.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_3_1,simple,l2_count,30,1.8,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_3_1,simple,branchunit_count_evaluated,30,5.4,5.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_3_1,simple,ordinary_total_length,30,1.3739133231093332,1.3775401919860881,1.1355494617503052,1.624105732545534,,,,,,
level_distribution,density,proto_sw_3_1,simple,ordinary_mean_length,30,0.1926864174935051,0.19173575479124794,0.15085259292725917,0.2352230631947546,,,,,,
level_distribution,density,proto_sw_3_1,simple,mean_backbone_excursion,30,0.08535937893112903,0.08804554231403658,0.0598107221956306,0.1176751130127962,,,,,,
level_distribution,density,proto_sw_3_1,simple,vertical_span,30,0.6900825037666667,0.7002038275,0.517416322,0.8830190130000001,,,,,,
level_distribution,density,proto_sw_3_1,simple,occupied_area_ratio,30,0.023396381578947367,0.023868672331871343,0.018994426169590642,0.026841191520467836,,,,,,
level_distribution,density,proto_sw_3_1,simple,root_coverage_qcov,30,0.6808080807,0.666666667,0.606060606,0.757575758,,,,,,
level_distribution,density,proto_sw_3_1,simple,root_gap_max,30,0.31919191929999996,0.333333333,0.242424242,0.393939394,,,,,,
level_distribution,density,proto_sw_3_2,medium,density_resource_D,30,0.41355082503333335,0.41200898399999997,0.340670209,0.483675667,,,,,,
level_distribution,density,proto_sw_3_2,medium,l1_count,30,6.0,6.0,6.0,6.0,,,,,,
level_distribution,density,proto_sw_3_2,medium,l2_count,30,1.6333333333333333,2.0,1.0,2.0,,,,,,
level_distribution,density,proto_sw_3_2,medium,branchunit_count_evaluated,30,6.0,6.0,6.0,6.0,,,,,,
level_distribution,density,proto_sw_3_2,medium,ordinary_total_length,30,1.517736010840204,1.4903794161618469,1.3507491111646854,1.8279027643800378,,,,,,
level_distribution,density,proto_sw_3_2,medium,ordinary_mean_length,30,0.1990709439338768,0.19624641992834124,0.1797303036517287,0.23137854848134973,,,,,,
level_distribution,density,proto_sw_3_2,medium,mean_backbone_excursion,30,0.07729693724954684,0.07626793778565147,0.06473474649605392,0.10559333480890173,,,,,,
level_distribution,density,proto_sw_3_2,medium,vertical_span,30,0.6072398630666667,0.6163894335,0.4258913670000001,0.816182867,,,,,,
level_distribution,density,proto_sw_3_2,medium,occupied_area_ratio,30,0.02670489156920078,0.02627581323099415,0.02372875548245614,0.03118718019005848,,,,,,
level_distribution,density,proto_sw_3_2,medium,root_coverage_qcov,30,0.7050505051333332,0.696969697,0.636363637,0.757575758,,,,,,
level_distribution,density,proto_sw_3_2,medium,root_gap_max,30,0.29494949486666666,0.303030303,0.242424242,0.363636363,,,,,,
level_distribution,density,proto_sw_3_2,rich,density_resource_D,30,0.6510428434333334,0.6566480395000001,0.572248826,0.729116711,,,,,,
level_distribution,density,proto_sw_3_2,rich,l1_count,30,6.966666666666667,7.0,6.0,7.0,,,,,,
level_distribution,density,proto_sw_3_2,rich,l2_count,30,2.1333333333333333,2.0,1.0,4.0,,,,,,
level_distribution,density,proto_sw_3_2,rich,branchunit_count_evaluated,30,6.966666666666667,7.0,6.0,7.0,,,,,,
level_distribution,density,proto_sw_3_2,rich,ordinary_total_length,30,1.7936477525534023,1.7850932981125425,1.6621963922461178,1.9432578179925684,,,,,,
level_distribution,density,proto_sw_3_2,rich,ordinary_mean_length,30,0.19871217626426638,0.19502276868026636,0.17318204411644988,0.24482507474732615,,,,,,
level_distribution,density,proto_sw_3_2,rich,mean_backbone_excursion,30,0.07840264209712317,0.07739122219475963,0.06314495209517984,0.0927370015378175,,,,,,
level_distribution,density,proto_sw_3_2,rich,vertical_span,30,0.6246801667999999,0.6238125484999999,0.4770741730000001,0.731667952,,,,,,
level_distribution,density,proto_sw_3_2,rich,occupied_area_ratio,30,0.03165528295565302,0.031712582236842105,0.02934827302631579,0.03433959247076023,,,,,,
level_distribution,density,proto_sw_3_2,rich,root_coverage_qcov,30,0.7343434343333333,0.727272727,0.696969697,0.757575758,,,,,,
level_distribution,density,proto_sw_3_2,rich,root_gap_max,30,0.2656565656666667,0.272727273,0.242424242,0.303030303,,,,,,
level_distribution,density,proto_sw_3_2,simple,density_resource_D,30,0.24550926443333332,0.2277035925,0.147760304,0.359486117,,,,,,
level_distribution,density,proto_sw_3_2,simple,l1_count,30,5.166666666666667,5.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_3_2,simple,l2_count,30,1.7666666666666666,2.0,1.0,3.0,,,,,,
level_distribution,density,proto_sw_3_2,simple,branchunit_count_evaluated,30,5.166666666666667,5.0,5.0,6.0,,,,,,
level_distribution,density,proto_sw_3_2,simple,ordinary_total_length,30,1.4476700873833392,1.4588713581315416,1.2841511425683558,1.5910103157872904,,,,,,
level_distribution,density,proto_sw_3_2,simple,ordinary_mean_length,30,0.2098870581528395,0.21048485512601134,0.18345016322405083,0.24140829594622362,,,,,,
level_distribution,density,proto_sw_3_2,simple,mean_backbone_excursion,30,0.07992791327409736,0.07887398870460899,0.05419303608403233,0.11038071143417137,,,,,,
level_distribution,density,proto_sw_3_2,simple,vertical_span,30,0.5626909194999999,0.570064124,0.35067657099999994,0.7522995969999999,,,,,,
level_distribution,density,proto_sw_3_2,simple,occupied_area_ratio,30,0.025283831323099415,0.02535064875730994,0.022637975146198832,0.027886284722222224,,,,,,
level_distribution,density,proto_sw_3_2,simple,root_coverage_qcov,30,0.6838383839666666,0.666666667,0.606060606,0.757575758,,,,,,
level_distribution,density,proto_sw_3_2,simple,root_gap_max,30,0.3161616160333333,0.333333333,0.242424242,0.393939394,,,,,,
density_monotonicity,density,all,simple<=medium<=rich,density_resource_D,150,,,,,150,1.0,,,,
density_monotonicity,density,all,simple<=medium<=rich,l1_count,150,,,,,150,1.0,,,,
density_monotonicity,density,all,simple<=medium<=rich,l2_count,150,,,,,118,0.7866666666666666,,,,
density_monotonicity,density,all,simple<=medium<=rich,branchunit_count_evaluated,150,,,,,150,1.0,,,,
density_monotonicity,density,all,simple<=medium<=rich,ordinary_total_length,150,,,,,133,0.8866666666666667,,,,
density_monotonicity,density,all,simple<=medium<=rich,ordinary_mean_length,150,,,,,38,0.25333333333333335,,,,
density_monotonicity,density,all,simple<=medium<=rich,mean_backbone_excursion,150,,,,,52,0.3466666666666667,,,,
density_monotonicity,density,all,simple<=medium<=rich,vertical_span,150,,,,,58,0.38666666666666666,,,,
density_monotonicity,density,all,simple<=medium<=rich,occupied_area_ratio,150,,,,,117,0.78,,,,
density_monotonicity,density,all,simple<=medium<=rich,root_coverage_qcov,150,,,,,109,0.7266666666666667,,,,
density_monotonicity,density,all,simple<=medium<=rich,root_gap_max,150,,,,,32,0.21333333333333335,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,density_resource_D,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,l1_count,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,l2_count,30,,,,,24,0.8,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,branchunit_count_evaluated,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,ordinary_total_length,30,,,,,29,0.9666666666666667,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,ordinary_mean_length,30,,,,,2,0.06666666666666667,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,mean_backbone_excursion,30,,,,,4,0.13333333333333333,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,vertical_span,30,,,,,9,0.3,,,,
