"file","source_pdf","source_page","xref","pixel_width","pixel_height","aspect","page_rects","sha256"
"D01448673_tang_ceiling_pattern_p135_i14_x1931_618x97.png","D01448673_tang_ceiling_pattern.pdf","135","1931","618","97","6.3711","Rect(201.1199951171875, 718.3199462890625, 416.8800048828125, 752.1599731445312)","ed4605c716c92fa7a45353dda46e60b56d46f19dde87cfe6079922cef0dba052"
"D01448673_tang_ceiling_pattern_p136_i00_x1934_636x91.png","D01448673_tang_ceiling_pattern.pdf","136","1934","636","91","6.989","Rect(199.67999267578125, 88.91999816894531, 417.239990234375, 119.87999725341797)","ed3aed2f679497944b0725a2db1cef4efdbca518bb03821cade0edacddc3bc5a"
"D01448673_tang_ceiling_pattern_p136_i01_x1935_716x66.png","D01448673_tang_ceiling_pattern.pdf","136","1935","716","66","10.8485","Rect(203.39999389648438, 133.8000030517578, 414.8399963378906, 153.36000061035156)","9b12f91b947c37e476e1c0824c3f46220fc7c3260d5d2725a69bba59bff19e38"
"D01448673_tang_ceiling_pattern_p136_i02_x1936_644x74.png","D01448673_tang_ceiling_pattern.pdf","136","1936","644","74","8.7027","Rect(203.39999389648438, 169.55999755859375, 414.1199951171875, 193.9199981689453)","f0e3de5f3f2d7560970d7125ca802fa5a5722364d1468209c59fa7df77610cb4"
"D01448673_tang_ceiling_pattern_p144_i00_x2015_348x207.png","D01448673_tang_ceiling_pattern.pdf","144","2015","348","207","1.6812","Rect(117.72000122070312, 146.39999389648438, 191.8800048828125, 190.55999755859375)","565c0cce34825288d280626b681e308949093f4de845c3a906e2d3a6ccd9be78"
"D01448673_tang_ceiling_pattern_p144_i01_x2016_448x108.png","D01448673_tang_ceiling_pattern.pdf","144","2016","448","108","4.1481","Rect(228.24000549316406, 147.24000549316406, 390.4800109863281, 189.60000610351562)","636e1e1c2e6f3118dbdb93d29ffe859bf3f07b62ccb015bb09a50ff4061d8897"
"D01448673_tang_ceiling_pattern_p144_i02_x2017_259x108.png","D01448673_tang_ceiling_pattern.pdf","144","2017","259","108","2.3981","Rect(401.1600036621094, 147.239990234375, 504.1199951171875, 190.19998168945312)","5c79a444614825f43100507eab00ed77f89847d91a775257740fc06bfc384a52"
"D01448673_tang_ceiling_pattern_p144_i04_x2019_271x175.png","D01448673_tang_ceiling_pattern.pdf","144","2019","271","175","1.5486","Rect(244.44000244140625, 249.36000061035156, 328.67999267578125, 303.7200012207031)","d79bcc17b80b0d973834153e3a12c6b6e61556d6bc5232edec2c9f1e3ccf3085"
"D01448673_tang_ceiling_pattern_p144_i07_x2022_369x193.png","D01448673_tang_ceiling_pattern.pdf","144","2022","369","193","1.9119","Rect(97.08000183105469, 577.3200073242188, 218.04000854492188, 640.3200073242188)","298b250e1cae9e7025de338d484abe716fd66556957bbcfbb24a724bfbfb6d41"
"D01448673_tang_ceiling_pattern_p144_i08_x2023_305x146.png","D01448673_tang_ceiling_pattern.pdf","144","2023","305","146","2.089","Rect(239.8800048828125, 577.3200073242188, 370.79998779296875, 639.9600219726562)","a2aa7b5d32b573ba353690b1aabc430c511e976b465248d9da279fa553fdbac4"
"D01448673_tang_ceiling_pattern_p145_i01_x2032_343x163.png","D01448673_tang_ceiling_pattern.pdf","145","2032","343","163","2.1043","Rect(236.0399932861328, 90.3600082397461, 381.1199951171875, 159.24000549316406)","28d296f806d9069d4203c47b66749722ded78491af38ad0581daa262a93ec0a1"
"D01448673_tang_ceiling_pattern_p145_i03_x2034_426x143.png","D01448673_tang_ceiling_pattern.pdf","145","2034","426","143","2.979","Rect(90.36000061035156, 232.5600128173828, 267.96002197265625, 292.20001220703125)","78b8752b1f08a7398c0cd6b921d5156793957d9d35ec0531760841e2dd2c74c8"
"D01448673_tang_ceiling_pattern_p146_i00_x2049_257x158.png","D01448673_tang_ceiling_pattern.pdf","146","2049","257","158","1.6266","Rect(100.68000030517578, 89.63999938964844, 214.67999267578125, 159.83999633789062)","4b1904f2b8477044053a716a58607be594aa181e71ebfbb8b33e0de2162c28c6"
"D01448673_tang_ceiling_pattern_p146_i01_x2050_400x157.png","D01448673_tang_ceiling_pattern.pdf","146","2050","400","157","2.5478","Rect(227.75999450683594, 97.91999816894531, 362.5199890136719, 150.83999633789062)","2af834838640ff81e25db09104d18f5c7ad8d77ea1105e7e38db32e9b6e27c98"
"D01448673_tang_ceiling_pattern_p146_i03_x2052_227x116.png","D01448673_tang_ceiling_pattern.pdf","146","2052","227","116","1.9569","Rect(170.39999389648438, 537.9600219726562, 258.7200012207031, 583.0800170898438)","3acd1d0125d326c55477f9058211ca51192138bfafd3f888a10fe305161fe57a"
"D01448673_tang_ceiling_pattern_p146_i04_x2053_388x162.png","D01448673_tang_ceiling_pattern.pdf","146","2053","388","162","2.3951","Rect(336.8399963378906, 537.9600219726562, 447.6000061035156, 584.280029296875)","7fe459944240a801087c2c2f442a1dc566772020d19d05af3432101919566693"
"D01448673_tang_ceiling_pattern_p146_i06_x2055_307x175.png","D01448673_tang_ceiling_pattern.pdf","146","2055","307","175","1.7543","Rect(338.2799987792969, 592.0799560546875, 445.44000244140625, 653.1599731445312)","23a1d2e02527720485ef0c95b8f68e8c82c1e449b68a88dc646d96f3f6fb7d9d"
"D01448673_tang_ceiling_pattern_p147_i04_x2070_574x201.png","D01448673_tang_ceiling_pattern.pdf","147","2070","574","201","2.8557","Rect(114.72000122070312, 433.44000244140625, 333.47998046875, 510.1199951171875)","7f5da013c9b50837f2830ccf120f740092cc1bb40c1f69b521868efbc96628e4"
"D01448673_tang_ceiling_pattern_p148_i02_x2079_421x192.png","D01448673_tang_ceiling_pattern.pdf","148","2079","421","192","2.1927","Rect(347.0400085449219, 345.4800109863281, 483.3600158691406, 407.760009765625)","262bc0909f632c342e7b9238c16ac5a558b857f9e407a6ff7efc287e8b2b9b60"
"D01448673_tang_ceiling_pattern_p148_i03_x2080_568x132.png","D01448673_tang_ceiling_pattern.pdf","148","2080","568","132","4.303","Rect(331.20001220703125, 469.1999816894531, 497.8800048828125, 507.9599914550781)","af34711939f4dc915c97d3ec1a52b0d72635bcd0a2949154226228979bed0c65"
"D01448673_tang_ceiling_pattern_p149_i02_x2083_207x110.png","D01448673_tang_ceiling_pattern.pdf","149","2083","207","110","1.8818","Rect(147.60000610351562, 132.24000549316406, 239.40000915527344, 181.0800018310547)","24739a1c6f28767574e0788b0492d64f5ea57c956579c1522c41010cbfdd312d"
"D01448673_tang_ceiling_pattern_p149_i21_x2102_283x82.png","D01448673_tang_ceiling_pattern.pdf","149","2102","283","82","3.4512","Rect(346.20001220703125, 675.1199951171875, 425.1600036621094, 697.9199829101562)","12ebd9a0270fef5907d6237130d2a70e3c7c69877661ccd44d7773525c900eb5"
"D01448673_tang_ceiling_pattern_p161_i02_x2202_636x87.png","D01448673_tang_ceiling_pattern.pdf","161","2202","636","87","7.3103","Rect(204.60000610351562, 271.55999755859375, 412.9200134277344, 300.1199951171875)","7dc4b9b7a29985a465d513bba5486ef30b1be00a5404cc36c005c959ae1cd1df"
"D01448673_tang_ceiling_pattern_p161_i03_x2203_517x95.png","D01448673_tang_ceiling_pattern.pdf","161","2203","517","95","5.4421","Rect(204.60000610351562, 319.44000244140625, 412.79998779296875, 357.7200012207031)","feda3cc134a4725bda387ed21eab76fd244ad628239c7c6982f71a6832ac78eb"
"D01448673_tang_ceiling_pattern_p161_i04_x2204_528x80.png","D01448673_tang_ceiling_pattern.pdf","161","2204","528","80","6.6","Rect(204.60000610351562, 383.6400146484375, 413.0400085449219, 415.20001220703125)","5d8071d1ce50a252db1cac448dbe523a43447684a5b8d354f770ab0e030f457d"
"D01448673_tang_ceiling_pattern_p161_i05_x2205_338x50.png","D01448673_tang_ceiling_pattern.pdf","161","2205","338","50","6.76","Rect(203.8800048828125, 437.52001953125, 412.91998291015625, 468.4800109863281)","43d41027e824d5442dc22b10acc4e5889fff4a478037912e23bd4469106bd767"
"D01448673_tang_ceiling_pattern_p161_i06_x2206_542x105.png","D01448673_tang_ceiling_pattern.pdf","161","2206","542","105","5.1619","Rect(203.8800048828125, 486.239990234375, 412.79998779296875, 526.7999877929688)","d2d16de870d19dc9ec23dfdece7b22856fd057bf7c3f71f691b656559229a2d2"
"D01448673_tang_ceiling_pattern_p161_i07_x2207_561x86.png","D01448673_tang_ceiling_pattern.pdf","161","2207","561","86","6.5233","Rect(204.60000610351562, 551.1600341796875, 412.79998779296875, 583.0800170898438)","bcf60a11fa812f340eef3e0f9852558ebe5bf0b8a3d80e8ec438b09fbf7a8e02"
"D01448673_tang_ceiling_pattern_p161_i08_x2208_474x61.png","D01448673_tang_ceiling_pattern.pdf","161","2208","474","61","7.7705","Rect(203.8800048828125, 607.3200073242188, 412.55999755859375, 634.2000122070312)","5ddadf4444e66bea485b45f1687c114e653554683a73306d3e4f84b42e6ab972"
"D01448673_tang_ceiling_pattern_p161_i09_x2209_475x53.png","D01448673_tang_ceiling_pattern.pdf","161","2209","475","53","8.9623","Rect(204.60000610351562, 654.0, 413.0400085449219, 677.280029296875)","4ed44353c3e8f48011017ced5fac24a0e7ff1f0fd5048dfd48ffaf8c54dca4a5"
"D01448673_tang_ceiling_pattern_p161_i10_x2210_640x75.png","D01448673_tang_ceiling_pattern.pdf","161","2210","640","75","8.5333","Rect(203.8800048828125, 698.4000244140625, 413.1600036621094, 722.8800048828125)","62ce2ca70089ad1d892799f839027f19ef08a7443c34c7374576d34121ba4565"
"D01448673_tang_ceiling_pattern_p162_i00_x2215_592x94.png","D01448673_tang_ceiling_pattern.pdf","162","2215","592","94","6.2979","Rect(203.8800048828125, 98.63999938964844, 413.4000244140625, 132.0)","d614816879e4d5a0055bd0206709e795945997e35f9d294dff7d0f5f358c66c0"
"D01448673_tang_ceiling_pattern_p162_i01_x2216_570x60.png","D01448673_tang_ceiling_pattern.pdf","162","2216","570","60","9.5","Rect(203.8800048828125, 157.79998779296875, 412.44000244140625, 179.75997924804688)","7b6f2682d6f5723485768ace22dc1e93e110b50343d707da828fd4f701148544"
"D01448673_tang_ceiling_pattern_p162_i02_x2217_445x91.png","D01448673_tang_ceiling_pattern.pdf","162","2217","445","91","4.8901","Rect(204.60000610351562, 200.40000915527344, 412.08001708984375, 242.8800048828125)","00661da2e213e8562cd76fc840140cad7fce010cd6862b97df050059a0fc9661"
"D01448673_tang_ceiling_pattern_p162_i03_x2218_594x89.png","D01448673_tang_ceiling_pattern.pdf","162","2218","594","89","6.6742","Rect(204.60000610351562, 259.67999267578125, 412.79998779296875, 290.8800048828125)","08b999976d398e91cd0ab3195665aef43fde80ae9b6928c5fd9553da184673e8"
"D01448673_tang_ceiling_pattern_p162_i04_x2219_595x88.png","D01448673_tang_ceiling_pattern.pdf","162","2219","595","88","6.7614","Rect(204.60000610351562, 304.79998779296875, 412.20001220703125, 335.5199890136719)","ac9b8da616c02f851365405ac903a9ef73b974fea04238d70f600db5f6c9c039"
"D01448673_tang_ceiling_pattern_p162_i05_x2220_590x78.png","D01448673_tang_ceiling_pattern.pdf","162","2220","590","78","7.5641","Rect(204.60000610351562, 351.6000061035156, 412.9200134277344, 379.20001220703125)","34d8fbcb6a3085fb7bc4a2e2f5ea16744812a57528b11b8c57813d0c490d797a"
"D01448673_tang_ceiling_pattern_p162_i06_x2221_631x77.png","D01448673_tang_ceiling_pattern.pdf","162","2221","631","77","8.1948","Rect(203.8800048828125, 398.2799987792969, 412.67999267578125, 423.7200012207031)","4ea166fdd67f12403730594ed4eef32084a96cd8e39d21a6d02a21f0ade3af50"
"D01448673_tang_ceiling_pattern_p162_i07_x2222_438x66.png","D01448673_tang_ceiling_pattern.pdf","162","2222","438","66","6.6364","Rect(203.8800048828125, 440.3999938964844, 413.0400085449219, 471.9599914550781)","045e67786afdba6dffe0fd99fee62521b542c9c691bc04e875249a352c583139"
"D01448673_tang_ceiling_pattern_p162_i08_x2223_552x72.png","D01448673_tang_ceiling_pattern.pdf","162","2223","552","72","7.6667","Rect(203.8800048828125, 487.20001220703125, 413.1600036621094, 514.4400024414062)","2862ecfc485b783c2ce6c34112dec6f393fe8e18cab8af33029631e11ed0e006"
"D01448673_tang_ceiling_pattern_p162_i09_x2224_613x100.png","D01448673_tang_ceiling_pattern.pdf","162","2224","613","100","6.13","Rect(203.8800048828125, 537.3599853515625, 413.2799987792969, 571.5599975585938)","d3b5816a9658f2815eda862acf42a5451ded736e5ad2ea30b51b5b407ba737ae"
"D01448673_tang_ceiling_pattern_p162_i10_x2225_268x32.png","D01448673_tang_ceiling_pattern.pdf","162","2225","268","32","8.375","Rect(203.8800048828125, 594.9599609375, 412.44000244140625, 619.9199829101562) | Rect(203.8800048828125, 640.199951171875, 412.67999267578125, 665.1599731445312)","b396f48f97691cb8b6d5c586d5bce0fdc069a96cd5c2ad74a1b46f2e669fa29e"
"D01448673_tang_ceiling_pattern_p162_i11_x2226_246x26.png","D01448673_tang_ceiling_pattern.pdf","162","2226","246","26","9.4615","Rect(204.60000610351562, 686.8800048828125, 412.20001220703125, 708.8400268554688)","1580e1027ad8596f6284ccbb3f5c2c5454fce20ab82317c1ead6dbf20e208409"
"D01448673_tang_ceiling_pattern_p162_i12_x2227_288x36.png","D01448673_tang_ceiling_pattern.pdf","162","2227","288","36","8.0","Rect(204.60000610351562, 729.8400268554688, 412.79998779296875, 756.0)","a4777fca8a1044fb8b5c7640a3668b13c9743b4a05317ffcac829b7bc5c925c7"
"D01448673_tang_ceiling_pattern_p163_i00_x2230_252x33.png","D01448673_tang_ceiling_pattern.pdf","163","2230","252","33","7.6364","Rect(203.16000366210938, 93.5999984741211, 413.6400146484375, 121.19999694824219) | Rect(203.8800048828125, 138.83999633789062, 413.1600036621094, 166.1999969482422)","a0e5122ab785bc5c818089d13e70bc258bc6dc75cb495206e5e0659f45f78ee0"
"D01448673_tang_ceiling_pattern_p163_i01_x2231_360x61.png","D01448673_tang_ceiling_pattern.pdf","163","2231","360","61","5.9016","Rect(204.60000610351562, 188.27999877929688, 412.55999755859375, 223.55999755859375)","092d431bf86d119cd4fafec3a49dda4cbaf31139e912278c3254dfe3fb25add6"
"D01448673_tang_ceiling_pattern_p163_i02_x2232_275x31.png","D01448673_tang_ceiling_pattern.pdf","163","2232","275","31","8.871","Rect(203.8800048828125, 247.4399871826172, 412.79998779296875, 271.0799865722656)","c3e01045baa1f37d94bb134079093039b16fcca6d35880edde8f697ca686cde3"
"D01448673_tang_ceiling_pattern_p163_i03_x2233_337x55.png","D01448673_tang_ceiling_pattern.pdf","163","2233","337","55","6.1273","Rect(204.60000610351562, 295.32000732421875, 412.9200134277344, 329.2799987792969)","063a86aa8cfa2db545f86f20b22f3ad00e7ef0caf70f3954770b6f35eec6b0c9"
"D01448673_tang_ceiling_pattern_p163_i04_x2234_324x34.png","D01448673_tang_ceiling_pattern.pdf","163","2234","324","34","9.5294","Rect(203.8800048828125, 354.6000061035156, 412.44000244140625, 376.55999755859375)","164e9815882ffadc9fb63911aa4bb58db7d7277ed61aad17de4cf43d562bdfda"
"D01448673_tang_ceiling_pattern_p163_i05_x2235_235x25.png","D01448673_tang_ceiling_pattern.pdf","163","2235","235","25","9.4","Rect(204.60000610351562, 399.7200012207031, 412.32000732421875, 421.79998779296875)","8a4ed1ef1680722746f8b7852aeec6656b84aaed74204b179dadfecfb8acafad"
"D01448673_tang_ceiling_pattern_p163_i06_x2236_420x53.png","D01448673_tang_ceiling_pattern.pdf","163","2236","420","53","7.9245","Rect(204.60000610351562, 442.67999267578125, 412.9200134277344, 469.0799865722656)","60e8bc3ef960cc3c34ea74260ce10bac248a69fa395756c9bfa7e8c078298e28"
"D01448673_tang_ceiling_pattern_p163_i07_x2237_339x67.png","D01448673_tang_ceiling_pattern.pdf","163","2237","339","67","5.0597","Rect(204.60000610351562, 488.3999938964844, 412.9200134277344, 529.5599975585938)","5fc3d3838ca2b22e0741b74681f6a2a3874c3ec0c640df38690cb88c756b2401"
"D01448673_tang_ceiling_pattern_p163_i08_x2238_594x119.png","D01448673_tang_ceiling_pattern.pdf","163","2238","594","119","4.9916","Rect(204.60000610351562, 549.47998046875, 412.67999267578125, 591.1199951171875)","863e25f02277dd42cc618a4499cbea10e2a7c65cab873f03614adfa6b29bd027"
"D01448673_tang_ceiling_pattern_p163_i09_x2239_342x60.png","D01448673_tang_ceiling_pattern.pdf","163","2239","342","60","5.7","Rect(203.16000366210938, 612.9599609375, 414.6000061035156, 650.1599731445312)","72856a8dc666be77330d7d520ac16ec851f92922a478ed170779935cf28f22d2"
"D01448673_tang_ceiling_pattern_p163_i10_x2240_425x112.png","D01448673_tang_ceiling_pattern.pdf","163","2240","425","112","3.7946","Rect(204.60000610351562, 673.0799560546875, 412.67999267578125, 727.9199829101562)","9f2aa61327ed7826706db55455568fc819ab15d93287956a94180cadc4e38c8f"
"D01448673_tang_ceiling_pattern_p164_i00_x2243_278x54.png","D01448673_tang_ceiling_pattern.pdf","164","2243","278","54","5.1481","Rect(204.60000610351562, 95.63999938964844, 412.79998779296875, 136.0800018310547)","f9d8ee101ed16b9a2333451d7993ea985ae38579e576a31dd1269b4157b8e0fd"
"D01448673_tang_ceiling_pattern_p164_i01_x2244_424x77.png","D01448673_tang_ceiling_pattern.pdf","164","2244","424","77","5.5065","Rect(204.60000610351562, 157.55999755859375, 412.44000244140625, 195.36000061035156)","faa0bb3653390d005641ebe4ec60c9b2a17137a114994ebff5d351b780112d6c"
"D01448673_tang_ceiling_pattern_p164_i02_x2245_413x97.png","D01448673_tang_ceiling_pattern.pdf","164","2245","413","97","4.2577","Rect(204.60000610351562, 221.39999389648438, 412.67999267578125, 270.3599853515625)","0beafab7e13ea32ffef8f0683ec41f701558dfb9414346da5f5f529ccef029f0"
"D01448673_tang_ceiling_pattern_p164_i03_x2246_603x70.png","D01448673_tang_ceiling_pattern.pdf","164","2246","603","70","8.6143","Rect(203.8800048828125, 294.6000061035156, 412.67999267578125, 318.8399963378906)","2fa1209f226d87a34236b74080469fa81b37b5b88a94d77cba98b7c711745a5b"
"D01448673_tang_ceiling_pattern_p164_i04_x2247_688x137.png","D01448673_tang_ceiling_pattern.pdf","164","2247","688","137","5.0219","Rect(203.8800048828125, 339.47998046875, 412.55999755859375, 381.1199951171875)","184534ccb8a73cc4615548a0d1c25f8e9378fe7ab086981094cf3a3aab942782"
"D01448673_tang_ceiling_pattern_p164_i05_x2248_305x75.png","D01448673_tang_ceiling_pattern.pdf","164","2248","305","75","4.0667","Rect(204.60000610351562, 403.32000732421875, 412.67999267578125, 454.55999755859375)","aed48f21b124a09cad51529ac441d777bc93ffecf3aaaf54b24f943301904acf"
"D01448673_tang_ceiling_pattern_p164_i06_x2249_536x91.png","D01448673_tang_ceiling_pattern.pdf","164","2249","536","91","5.8901","Rect(204.60000610351562, 480.7200012207031, 411.7200012207031, 515.8800048828125)","b38c28f72b0ce6a3eb60a06a2801ac42eb99a295d43e2ed311a663b2284d92c9"
"D01448673_tang_ceiling_pattern_p164_i07_x2250_685x126.png","D01448673_tang_ceiling_pattern.pdf","164","2250","685","126","5.4365","Rect(203.8800048828125, 540.3599853515625, 412.91998291015625, 578.760009765625)","5491202e9ea0ec9f8738c636cefb8818945bfb2f42e6ef6633739cb6131b2c9d"
"D01448673_tang_ceiling_pattern_p164_i08_x2251_341x59.png","D01448673_tang_ceiling_pattern.pdf","164","2251","341","59","5.7797","Rect(203.8800048828125, 602.280029296875, 413.0400085449219, 638.4000244140625)","83709f197d67153cba4b3843713c15846f5fe26b5ee55c2422c5c55cbde91ec9"
"D01448673_tang_ceiling_pattern_p164_i09_x2252_607x95.png","D01448673_tang_ceiling_pattern.pdf","164","2252","607","95","6.3895","Rect(205.44000244140625, 665.6400146484375, 411.8399963378906, 697.9200439453125)","d5475343c9a4ae10d8cd601bbf91b00e0b320cd30eeb1540b15e75c8fd414e20"
"D01448673_tang_ceiling_pattern_p164_i10_x2253_409x59.png","D01448673_tang_ceiling_pattern.pdf","164","2253","409","59","6.9322","Rect(203.8800048828125, 719.6400146484375, 412.44000244140625, 749.6400146484375)","4db87f2f0ba0bad4807e2315987e3bc3cd8e91c8160e4bb036b6bae7edbc7fca"
"D01448673_tang_ceiling_pattern_p165_i00_x2256_599x97.png","D01448673_tang_ceiling_pattern.pdf","165","2256","599","97","6.1753","Rect(203.8800048828125, 98.63999938964844, 412.44000244140625, 132.36000061035156)","85fca7a175129bc13db70eb8ada8e5b93d397e0d4ff13bdb434595da5c270318"
"D01448673_tang_ceiling_pattern_p165_i01_x2257_692x138.png","D01448673_tang_ceiling_pattern.pdf","165","2257","692","138","5.0145","Rect(204.60000610351562, 156.0, 412.9200134277344, 197.52000427246094)","e32ce55b58bd9b2eb0d0bb7c632aa6814ab10dca5e2445c1f9b2bbb06b2c884c"
"D01448673_tang_ceiling_pattern_p165_i02_x2258_638x59.png","D01448673_tang_ceiling_pattern.pdf","165","2258","638","59","10.8136","Rect(203.8800048828125, 220.44000244140625, 412.79998779296875, 239.760009765625)","67940cbca1b14d8c980b0fec3b9d24e8f8053cec0e8c7236542a37c1cd982d1d"
"D01448673_tang_ceiling_pattern_p165_i03_x2259_547x75.png","D01448673_tang_ceiling_pattern.pdf","165","2259","547","75","7.2933","Rect(203.8800048828125, 260.3999938964844, 412.79998779296875, 288.9599914550781)","f61f53391bda807ca9f986866d1dd5d6f2d7928fec346a7a27f7dcac8231bb79"
"D01448673_tang_ceiling_pattern_p165_i04_x2260_516x62.png","D01448673_tang_ceiling_pattern.pdf","165","2260","516","62","8.3226","Rect(204.60000610351562, 307.8000183105469, 413.0400085449219, 332.8800048828125)","11b6b479cb8af9b76d466433ffe9b8cd0163e8d0707006cf4458bd1e5d6567f8"
"D01448673_tang_ceiling_pattern_p165_i05_x2261_636x110.png","D01448673_tang_ceiling_pattern.pdf","165","2261","636","110","5.7818","Rect(204.60000610351562, 354.9599914550781, 412.55999755859375, 391.0799865722656)","328ccd698e552f4ed5475e33129c02605bdc929213821704f2f19aaf64a10b0b"
"D01448673_tang_ceiling_pattern_p165_i06_x2262_522x80.png","D01448673_tang_ceiling_pattern.pdf","165","2262","522","80","6.525","Rect(204.60000610351562, 418.4399719238281, 412.9200134277344, 450.3599853515625)","06df89da4d6d0d669010f3f2ddb0017b0902e7e1ee9d2596ae32a69634a42069"
"D01448673_tang_ceiling_pattern_p165_i07_x2263_359x59.png","D01448673_tang_ceiling_pattern.pdf","165","2263","359","59","6.0847","Rect(204.60000610351562, 478.79998779296875, 412.79998779296875, 513.0)","09b4fb8dc8e57a316c609e5281d852484e65dc4037b88a97c82d772d86ab6d22"
"D01448673_tang_ceiling_pattern_p165_i08_x2264_485x73.png","D01448673_tang_ceiling_pattern.pdf","165","2264","485","73","6.6438","Rect(204.60000610351562, 533.5199584960938, 412.20001220703125, 564.719970703125)","c433c45f8d61ba863fa3495ffe84f7f80234919eee646ce1400a7a0bbe125f62"
"D01448673_tang_ceiling_pattern_p165_i09_x2265_394x57.png","D01448673_tang_ceiling_pattern.pdf","165","2265","394","57","6.9123","Rect(204.60000610351562, 579.47998046875, 411.96002197265625, 609.47998046875)","cfcd69b650c1e3161da305f8d12afd314072e626321eb19cd73be63d5c0ab7c5"
"D01448673_tang_ceiling_pattern_p165_i10_x2266_633x57.png","D01448673_tang_ceiling_pattern.pdf","165","2266","633","57","11.1053","Rect(204.60000610351562, 629.8800048828125, 411.96002197265625, 648.47998046875)","d727f5e3584c06c9d1c3756ae9c13abfddafa20d170016d8858e90d722fe7657"
"D01448673_tang_ceiling_pattern_p165_i11_x2267_557x52.png","D01448673_tang_ceiling_pattern.pdf","165","2267","557","52","10.7115","Rect(204.60000610351562, 675.1199951171875, 412.08001708984375, 694.4400024414062) | Rect(204.60000610351562, 720.3599853515625, 412.32000732421875, 739.6799926757812)","91584df4b02d4761dc61dcfca4193321d8ad2a4efaaa44d8f38c944c4a84a9d8"
"D01448673_tang_ceiling_pattern_p166_i00_x2270_489x67.png","D01448673_tang_ceiling_pattern.pdf","166","2270","489","67","7.2985","Rect(203.8800048828125, 92.87999725341797, 412.91998291015625, 121.55999755859375)","98d8aac92bd12aa5a25734801694407fff796508d6bb3bc6adc15a97261d1980"
"D01448673_tang_ceiling_pattern_p166_i01_x2271_370x38.png","D01448673_tang_ceiling_pattern.pdf","166","2271","370","38","9.7368","Rect(204.60000610351562, 141.83999633789062, 413.1600036621094, 163.1999969482422)","378be984a77eb0dd1942cfb966d40a38986b210bc4760a2919793167e73511c5"
"D01448673_tang_ceiling_pattern_p166_i02_x2272_473x69.png","D01448673_tang_ceiling_pattern.pdf","166","2272","473","69","6.8551","Rect(203.8800048828125, 182.52000427246094, 412.67999267578125, 213.0)","6dd0b8dc44d0a163eb1ca53bd2687930ccb7568057a08534bb9c40e1b2370e07"
"D01448673_tang_ceiling_pattern_p166_i03_x2273_339x44.png","D01448673_tang_ceiling_pattern.pdf","166","2273","339","44","7.7045","Rect(205.44000244140625, 230.04000854492188, 412.44000244140625, 256.9200134277344)","47871841e5def7eec5e715a2fe320985b630ae6b1b6ef1408cfbe2b75be399a3"
"D01448673_tang_ceiling_pattern_p166_i04_x2274_438x59.png","D01448673_tang_ceiling_pattern.pdf","166","2274","438","59","7.4237","Rect(204.60000610351562, 274.44000244140625, 412.20001220703125, 302.3999938964844)","a5afd35dbd4ad6cd5902c78681711240026a0573778d60fa20c078794e27d56b"
"D01448673_tang_ceiling_pattern_p166_i05_x2275_303x42.png","D01448673_tang_ceiling_pattern.pdf","166","2275","303","42","7.2143","Rect(204.60000610351562, 318.9599914550781, 412.9200134277344, 347.8800048828125)","3d7f5f4a810ca36b68d67ca084adf508ccfcbceedd855ea35682fc1dd8023b98"
"D01448673_tang_ceiling_pattern_p166_i06_x2276_477x68.png","D01448673_tang_ceiling_pattern.pdf","166","2276","477","68","7.0147","Rect(203.8800048828125, 364.0799865722656, 412.67999267578125, 393.8399963378906)","78305cf77969128268fc7dd16fec2b79d53dfa2dd1145452c46caee152cfdeca"
"D01448673_tang_ceiling_pattern_p166_i07_x2277_354x44.png","D01448673_tang_ceiling_pattern.pdf","166","2277","354","44","8.0455","Rect(204.60000610351562, 410.760009765625, 412.67999267578125, 436.55999755859375)","4b5aaf25d2552339946d9f7da0269fcdbf716762f87fd11543e6a3ba7d3de8a9"
"D01448673_tang_ceiling_pattern_p166_i08_x2278_616x66.png","D01448673_tang_ceiling_pattern.pdf","166","2278","616","66","9.3333","Rect(205.44000244140625, 458.2799987792969, 411.96002197265625, 480.4800109863281)","610123ab7c590437b746cd039526b7e3867fa58555336b92ce2f4d4c7aa3a1da"
"D01448673_tang_ceiling_pattern_p166_i09_x2279_652x112.png","D01448673_tang_ceiling_pattern.pdf","166","2279","652","112","5.8214","Rect(204.60000610351562, 504.5999755859375, 412.08001708984375, 540.239990234375)","27dd02cbef0763795136e7cd91b144bf763d473bed0fbfffc814a8e6d5be25f1"
"D01448673_tang_ceiling_pattern_p166_i10_x2280_355x46.png","D01448673_tang_ceiling_pattern.pdf","166","2280","355","46","7.7174","Rect(203.8800048828125, 561.5999755859375, 412.67999267578125, 588.5999755859375)","9c1f715900922628ef9c8b53793a637039eaca9734b2af5776ec9f2172f69027"
"D01448673_tang_ceiling_pattern_p166_i11_x2281_444x47.png","D01448673_tang_ceiling_pattern.pdf","166","2281","444","47","9.4468","Rect(204.60000610351562, 609.8399658203125, 412.79998779296875, 631.9199829101562)","2d281cab28f8cecfa83f312b1d0502351e0ac07b1214d95ccba36e558bea644f"
"D01448673_tang_ceiling_pattern_p166_i12_x2282_467x78.png","D01448673_tang_ceiling_pattern.pdf","166","2282","467","78","5.9872","Rect(203.8800048828125, 656.1600341796875, 412.79998779296875, 691.0800170898438)","3c43a682393fe63373da2eb30162a23812096bda089f3a7abf7d64cef99ee0be"
