context_id,prototype_id,backbone_variant,replicate,production_seed,backbone_seed,flower_seed,branch_seed,unit_seed,density_level,candidate_pool_count,l1_conflict_edge_count,old_selection_success,h2_selection_success,old_error,h2_error,old_runtime_seconds,h2_runtime_seconds,target_quantile,target_resource_score,old_selected_L1_count,h2_selected_L1_count,old_ordinary_l1_count,h2_ordinary_l1_count,old_total_planning_length,h2_total_planning_length,old_mean_backbone_excursion,h2_mean_backbone_excursion,old_mean_vertical_span,h2_mean_vertical_span,old_composite_resource_score,h2_composite_resource_score,old_structural_score,h2_structural_score,old_root_distribution,h2_root_distribution,old_root_coverage,h2_root_coverage,old_minimum_root_spacing_actual,h2_minimum_root_spacing_actual,old_minimum_lane_clearance,h2_minimum_lane_clearance,old_curve_crossing_count,h2_curve_crossing_count,old_periodic_crossing_count,h2_periodic_crossing_count,old_flower_reserve_intrusion_count,h2_flower_reserve_intrusion_count,old_absolute_density_target_error,h2_absolute_density_target_error,old_render_file,h2_render_file
proto_sw_1_1__expanded__r1,proto_sw_1_1,expanded,1,100006,4136082249,2786223796,4182263884,3924115413,simple,159,3246,True,True,,,2.797984799995902,2.7231944000013755,0.2,0.233018704,4,4,4.0,4.0,0.908326436,0.908326436,0.15728782,0.15728782,0.16025200299999998,0.16025200299999998,0.22237762902211022,0.22237762902211022,4.470895945153034,4.470895945153034,"[0.057176972, 0.178389094, 0.360207275, 0.875358791]","[0.057176972, 0.178389094, 0.360207275, 0.875358791]",0.818181819,0.818181819,0.07500000000000007,0.07500000000000007,0.16611932313076722,0.16611932313076722,0,0,0,0,0,0,0.01064107497788977,0.01064107497788977,raw_contexts/proto_sw_1_1__expanded__r1/old_simple.png,raw_contexts/proto_sw_1_1__expanded__r1/h2_simple.png
proto_sw_1_1__expanded__r1,proto_sw_1_1,expanded,1,100006,4136082249,2786223796,4182263884,3924115413,medium,159,3246,True,True,,,2.7238219999999274,2.7038243999995757,0.5,0.412702359,5,5,5.0,5.0,1.036885069,1.036885069,0.1310893394,0.1310893394,0.133046212,0.133046212,0.38790003165211434,0.38790003165211434,4.370944313382101,4.370944313382101,"[0.057176972, 0.208692124, 0.360207275, 0.451116366, 0.905661821]","[0.057176972, 0.208692124, 0.360207275, 0.451116366, 0.905661821]",0.848484848,0.848484848,0.07500000000000007,0.07500000000000007,0.12419051683163207,0.12419051683163207,0,0,0,0,0,0,0.024802327347885678,0.024802327347885678,raw_contexts/proto_sw_1_1__expanded__r1/old_medium.png,raw_contexts/proto_sw_1_1__expanded__r1/h2_medium.png
proto_sw_1_1__expanded__r1,proto_sw_1_1,expanded,1,100006,4136082249,2786223796,4182263884,3924115413,rich,159,3246,True,True,,,2.7313981000042986,2.648127899999963,0.8,0.608107601,6,6,6.0,6.0,1.151390146,1.151390146,0.12858914733333335,0.12858914733333335,0.11412279416666665,0.11412279416666665,0.5828152053595708,0.5828152053595708,4.419575532163434,4.419575532163434,"[0.057176972, 0.148086063, 0.238995154, 0.360207275, 0.451116366, 0.905661821]","[0.057176972, 0.148086063, 0.238995154, 0.360207275, 0.451116366, 0.905661821]",0.8484848490000001,0.8484848490000001,0.07500000000000007,0.07500000000000007,0.10712056514375894,0.10712056514375894,0,0,0,0,0,0,0.025292395640429288,0.025292395640429288,raw_contexts/proto_sw_1_1__expanded__r1/old_rich.png,raw_contexts/proto_sw_1_1__expanded__r1/h2_rich.png
proto_sw_1_1__expanded__r2,proto_sw_1_1,expanded,2,100010,1350424949,4141860,1989963110,3418144302,simple,156,3203,True,True,,,2.5895729000039864,2.484204899999895,0.2,0.224118909,4,4,4.0,4.0,0.9230451450000001,0.9230451450000001,0.145821512,0.145821512,0.15761721725,0.15761721725,0.2198821523727304,0.2198821523727304,4.4836568765950995,4.4836568765950995,"[0.087923301, 0.239438453, 0.390953604, 0.93640815]","[0.087923301, 0.239438453, 0.390953604, 0.93640815]",0.840953604,0.840953604,0.07499999999999996,0.07499999999999996,0.16826371435431678,0.16826371435431678,0,0,0,0,0,0,0.0042367566272696056,0.0042367566272696056,raw_contexts/proto_sw_1_1__expanded__r2/old_simple.png,raw_contexts/proto_sw_1_1__expanded__r2/h2_simple.png
proto_sw_1_1__expanded__r2,proto_sw_1_1,expanded,2,100010,1350424949,4141860,1989963110,3418144302,medium,156,3203,True,True,,,2.528493999998318,2.508214000001317,0.5,0.443643375,5,5,5.0,5.0,1.037462876,1.037462876,0.126322128,0.126322128,0.15802239299999998,0.15802239299999998,0.4069477725686389,0.4069477725686389,4.3967825397380995,4.3967825397380995,"[0.087923301, 0.239438453, 0.390953604, 0.481862695, 0.93640815]","[0.087923301, 0.239438453, 0.390953604, 0.481862695, 0.93640815]",0.848484848,0.848484848,0.07499999999999996,0.07499999999999996,0.1485903337871238,0.1485903337871238,0,0,0,0,0,0,0.03669560243136111,0.03669560243136111,raw_contexts/proto_sw_1_1__expanded__r2/old_medium.png,raw_contexts/proto_sw_1_1__expanded__r2/h2_medium.png
proto_sw_1_1__expanded__r2,proto_sw_1_1,expanded,2,100010,1350424949,4141860,1989963110,3418144302,rich,156,3203,True,True,,,2.5031302999996115,2.478131600000779,0.8,0.728901333,6,6,6.0,6.0,1.5507574790000003,1.2924858510000001,0.18921484416666667,0.149482995,0.16866479683333332,0.11971780833333334,0.9229835286160895,0.7041971894317587,4.482454788416766,4.4810036196900995,"[0.087923301, 0.239438453, 0.390953604, 0.481862695, 0.633377847, 0.93640815]","[0.087923301, 0.209135422, 0.330347543, 0.421256634, 0.633377847, 0.93640815]",0.848484848,0.848484849,0.07499999999999996,0.07499999999999996,0.12441506525134537,0.048662784157771935,0,0,0,0,0,0,0.19408219561608941,0.024704143568241355,raw_contexts/proto_sw_1_1__expanded__r2/old_rich.png,raw_contexts/proto_sw_1_1__expanded__r2/h2_rich.png
proto_sw_1_1__compact__r1,proto_sw_1_1,compact,1,100000,146086172,4157341395,2781254137,4054807205,simple,135,2501,True,True,,,1.7365777000013622,1.6932528999968781,0.2,0.197195385,4,4,4.0,4.0,0.9259475319999999,0.9259475319999999,0.11329007475,0.11329007475,0.18551501274999999,0.18551501274999999,0.19502070068428023,0.19502070068428023,4.720753211714124,4.720753211714124,"[0.108314554, 0.259829705, 0.381041826, 0.71437516]","[0.108314554, 0.259829705, 0.381041826, 0.71437516]",0.848484849,0.848484849,0.11437516000000003,0.11437516000000003,0.053385879024660396,0.053385879024660396,0,0,0,0,0,0,0.002174684315719766,0.002174684315719766,raw_contexts/proto_sw_1_1__compact__r1/old_simple.png,raw_contexts/proto_sw_1_1__compact__r1/h2_simple.png
proto_sw_1_1__compact__r1,proto_sw_1_1,compact,1,100000,146086172,4157341395,2781254137,4054807205,medium,135,2501,True,True,,,1.6991157999946154,1.6722910999960732,0.5,0.447791129,5,5,5.0,5.0,1.195612212,1.195612212,0.13524466159999998,0.13524466159999998,0.15710458919999998,0.15710458919999998,0.48367099655730006,0.48367099655730006,4.60074359578161,4.60074359578161,"[0.108314554, 0.199223645, 0.320435766, 0.441647887, 0.71437516]","[0.108314554, 0.199223645, 0.320435766, 0.441647887, 0.71437516]",0.85187516,0.85187516,0.09090909100000001,0.09090909100000001,0.04734309371119149,0.04734309371119149,0,0,0,0,0,0,0.03587986755730005,0.03587986755730005,raw_contexts/proto_sw_1_1__compact__r1/old_medium.png,raw_contexts/proto_sw_1_1__compact__r1/h2_medium.png
proto_sw_1_1__compact__r1,proto_sw_1_1,compact,1,100000,146086172,4157341395,2781254137,4054807205,rich,135,2501,True,True,,,1.6878032000022358,1.6200356000044849,0.8,0.673599188,6,6,6.0,6.0,1.538528153,1.294287762,0.1575450115,0.14124911966666667,0.18295637616666668,0.10781781066666667,0.8480049316964073,0.65422146253669,4.656037596180309,4.630824398899142,"[0.108314554, 0.199223645, 0.290132736, 0.381041826, 0.68407213, 0.77498122]","[0.078011523, 0.168920614, 0.320435766, 0.411344857, 0.68407213, 0.77498122]",0.866685446,0.848484848,0.08407213000000002,0.08407213000000002,0.0313221044021026,0.09110928418041313,0,0,0,0,0,0,0.17440574369640738,0.019377725463309958,raw_contexts/proto_sw_1_1__compact__r1/old_rich.png,raw_contexts/proto_sw_1_1__compact__r1/h2_rich.png
proto_sw_1_1__compact__r2,proto_sw_1_1,compact,2,100005,3912030780,3903492495,1160715944,77923809,simple,112,1819,True,True,,,1.2363798000005772,1.172573800002283,0.2,0.285775538,4,4,4.0,4.0,0.924582055,0.924582055,0.1274644815,0.1274644815,0.17430576525000002,0.17430576525000002,0.3039074474738517,0.3039074474738517,4.631625127474248,4.631625127474248,"[0.123422141, 0.214331232, 0.305240323, 0.699179717]","[0.123422141, 0.214331232, 0.305240323, 0.699179717]",0.817740323,0.817740323,0.09090909099999997,0.09090909099999997,0.08219596747755771,0.08219596747755771,0,0,0,0,0,0,0.01813190947385168,0.01813190947385168,raw_contexts/proto_sw_1_1__compact__r2/old_simple.png,raw_contexts/proto_sw_1_1__compact__r2/h2_simple.png
proto_sw_1_1__compact__r2,proto_sw_1_1,compact,2,100005,3912030780,3903492495,1160715944,77923809,medium,112,1819,True,True,,,1.1926361999940127,1.1775435999952606,0.5,0.475301331,5,5,5.0,5.0,1.03881897,1.03881897,0.11791074240000002,0.11791074240000002,0.1523295838,0.1523295838,0.4816227857965581,0.4816227857965581,4.600018025686,4.600018025686,"[0.093119111, 0.184028202, 0.305240323, 0.396149414, 0.729482747]","[0.093119111, 0.184028202, 0.305240323, 0.396149414, 0.729482747]",0.866982747,0.866982747,0.090909091,0.090909091,0.03224320509541958,0.03224320509541958,0,0,0,0,0,0,0.006321454796558101,0.006321454796558101,raw_contexts/proto_sw_1_1__compact__r2/old_medium.png,raw_contexts/proto_sw_1_1__compact__r2/h2_medium.png
proto_sw_1_1__compact__r2,proto_sw_1_1,compact,2,100005,3912030780,3903492495,1160715944,77923809,rich,112,1819,True,True,,,1.1942353999984334,1.1837626999986242,0.8,0.699353378,6,6,6.0,6.0,1.310744151,1.3054213540000001,0.133382732,0.12317251283333332,0.159627934,0.16624045899999998,0.7860289899443226,0.7745681042692797,4.595690051859896,4.592996984449896,"[0.093119111, 0.184028202, 0.305240323, 0.396149414, 0.729482747, 0.941603959]","[0.093119111, 0.184028202, 0.305240323, 0.426452444, 0.729482747, 0.941603959]",0.866982747,0.866982747,0.079103959,0.079103959,0.03224320509541958,0.0358671170269131,0,0,0,0,0,0,0.0866756119443226,0.07521472626927972,raw_contexts/proto_sw_1_1__compact__r2/old_rich.png,raw_contexts/proto_sw_1_1__compact__r2/h2_rich.png
proto_sw_1_1__swept__r1,proto_sw_1_1,swept,1,100001,1352492862,115976003,302128940,1466878623,simple,107,1205,True,True,,,1.3085209999990184,1.355646500000148,0.2,0.208871281,4,4,4.0,4.0,0.946710693,0.946710693,0.1327236555,0.1327236555,0.15673472225,0.15673472225,0.22566807572926012,0.22566807572926012,4.697940033265,4.697940033265,"[0.101821596, 0.192730687, 0.344245839, 0.707882202]","[0.101821596, 0.192730687, 0.344245839, 0.707882202]",0.848484848,0.848484848,0.09090909100000001,0.09090909100000001,0.1870057117277172,0.1870057117277172,0,0,0,0,0,0,0.01679679472926013,0.01679679472926013,raw_contexts/proto_sw_1_1__swept__r1/old_simple.png,raw_contexts/proto_sw_1_1__swept__r1/h2_simple.png
proto_sw_1_1__swept__r1,proto_sw_1_1,swept,1,100001,1352492862,115976003,302128940,1466878623,medium,107,1205,True,True,,,1.3575171000047703,1.3065449999994598,0.5,0.406788605,5,5,5.0,5.0,1.0391229,1.0391229,0.0948038912,0.0948038912,0.1637273366,0.1637273366,0.3865401638769311,0.3865401638769311,4.599782622672,4.599782622672,"[0.071518566, 0.162427657, 0.283639778, 0.404851899, 0.707882202]","[0.071518566, 0.162427657, 0.283639778, 0.404851899, 0.707882202]",0.85,0.85,0.090909091,0.090909091,0.08671605254471018,0.08671605254471018,0,0,0,0,0,0,0.02024844112306895,0.02024844112306895,raw_contexts/proto_sw_1_1__swept__r1/old_medium.png,raw_contexts/proto_sw_1_1__swept__r1/h2_medium.png
proto_sw_1_1__swept__r1,proto_sw_1_1,swept,1,100001,1352492862,115976003,302128940,1466878623,rich,107,1205,True,True,,,1.3913011999975424,1.3217212000017753,0.8,0.653241856,6,6,6.0,6.0,1.312864869,1.312864869,0.11555987633333333,0.11555987633333333,0.14841035783333334,0.14841035783333334,0.6785894183329555,0.6785894183329555,4.71427494279,4.71427494279,"[0.071518566, 0.192730687, 0.283639778, 0.404851899, 0.707882202, 0.920003415]","[0.071518566, 0.192730687, 0.283639778, 0.404851899, 0.707882202, 0.920003415]",0.867117798,0.867117798,0.090909091,0.090909091,0.08671605254471018,0.08671605254471018,0,0,0,0,0,0,0.025347562332955542,0.025347562332955542,raw_contexts/proto_sw_1_1__swept__r1/old_rich.png,raw_contexts/proto_sw_1_1__swept__r1/h2_rich.png
proto_sw_1_1__swept__r2,proto_sw_1_1,swept,2,100002,597182601,2971350444,1978891010,1570248508,simple,116,1744,True,True,,,1.451804299998912,1.4068316999982926,0.2,0.211702306,4,4,4.0,4.0,0.9250802410000001,0.9250802410000001,0.17107081850000003,0.17107081850000003,0.10506711525000001,0.10506711525000001,0.20221424600286975,0.20221424600286975,4.69659168291,4.69659168291,"[0.125761213, 0.277276365, 0.671215759, 0.913640001]","[0.125761213, 0.277276365, 0.671215759, 0.913640001]",0.836738787,0.836738787,0.10871575899999997,0.10871575899999997,0.256891412903514,0.256891412903514,0,0,0,0,0,0,0.00948805999713026,0.00948805999713026,raw_contexts/proto_sw_1_1__swept__r2/old_simple.png,raw_contexts/proto_sw_1_1__swept__r2/h2_simple.png
proto_sw_1_1__swept__r2,proto_sw_1_1,swept,2,100002,597182601,2971350444,1978891010,1570248508,medium,116,1744,True,True,,,1.4386356999966665,1.4480603999982122,0.5,0.513657243,5,6,5.0,6.0,1.292544466,1.314200777,0.1668544348,0.143442114,0.1257763336,0.123221131,0.5412831399956933,0.6675572212089643,4.5928790824500005,4.708840791133333,"[0.065155152, 0.186367274, 0.277276365, 0.671215759, 0.913640001]","[0.095458183, 0.186367274, 0.277276365, 0.368185455, 0.671215759, 0.913640001]",0.8397763650000001,0.867041817,0.09090909100000003,0.09090908999999997,0.10567708858989723,0.17114484253369602,0,0,0,0,0,0,0.02762589699569329,0.15389997820896428,raw_contexts/proto_sw_1_1__swept__r2/old_medium.png,raw_contexts/proto_sw_1_1__swept__r2/h2_medium.png
proto_sw_1_1__swept__r2,proto_sw_1_1,swept,2,100002,597182601,2971350444,1978891010,1570248508,rich,116,1744,True,True,,,1.499828100000741,1.4527220000018133,0.8,0.719403181,6,6,6.0,6.0,1.580041871,1.322421527,0.19240867149999996,0.15190421,0.14842238916666667,0.13957188583333333,0.8837078910107048,0.6935602755888236,4.726388218843334,4.722854566600001,"[0.065155152, 0.186367274, 0.277276365, 0.398488486, 0.671215759, 0.913640001]","[0.095458183, 0.186367274, 0.277276365, 0.398488486, 0.671215759, 0.913640001]",0.8712157589999999,0.867041817,0.09090909100000003,0.090909091,0.046371670403331774,0.1637120671201161,0,0,0,0,0,0,0.1643047100107048,0.025842905411176398,raw_contexts/proto_sw_1_1__swept__r2/old_rich.png,raw_contexts/proto_sw_1_1__swept__r2/h2_rich.png
proto_sw_1_3__expanded__r1,proto_sw_1_3,expanded,1,100001,1352492862,115976003,302128940,1466878623,simple,247,10925,True,True,,,5.3684075999990455,5.4080929000047036,0.2,0.150875118,4,4,4.0,4.0,0.720488827,0.7129202299999999,0.09788199775,0.13863952625,0.086184143,0.09829894675,0.056547142165845256,0.11171310374602372,4.603484788359999,4.597175709115,"[0.013918599, 0.559373145, 0.801797387, 0.923009509]","[0.04422163, 0.226039812, 0.559373145, 0.892706478]",0.813918599,0.821873145,0.09090909,0.086460188,0.12114737325748547,0.1974508100000001,0,0,0,0,0,0,0.09432797583415475,0.03916201425397628,raw_contexts/proto_sw_1_3__expanded__r1/old_simple.png,raw_contexts/proto_sw_1_3__expanded__r1/h2_simple.png
proto_sw_1_3__expanded__r1,proto_sw_1_3,expanded,1,100001,1352492862,115976003,302128940,1466878623,medium,247,10925,True,True,,,5.468883900000947,5.277838599999086,0.5,0.42606159,5,5,5.0,5.0,0.9444245809999999,0.9444245809999999,0.1405445672,0.1405445672,0.1233619484,0.1233619484,0.4140910350454523,0.4140910350454523,4.549751571810001,4.549751571810001,"[0.04422163, 0.226039812, 0.559373145, 0.801797387, 0.892706478]","[0.04422163, 0.226039812, 0.559373145, 0.801797387, 0.892706478]",0.821873145,0.821873145,0.086460188,0.086460188,0.13363134010940453,0.13363134010940453,0,0,0,0,0,0,0.011970554954547685,0.011970554954547685,raw_contexts/proto_sw_1_3__expanded__r1/old_medium.png,raw_contexts/proto_sw_1_3__expanded__r1/h2_medium.png
proto_sw_1_3__expanded__r1,proto_sw_1_3,expanded,1,100001,1352492862,115976003,302128940,1466878623,rich,247,10925,True,True,,,5.2281633999955375,5.35719539999991,0.8,0.694365493,6,6,6.0,6.0,1.182357729,1.182357729,0.13254964449999998,0.13254964449999998,0.14048278700000003,0.14048278700000003,0.7022644321129717,0.7022644321129717,4.610920251303334,4.610920251303334,"[0.07452466, 0.195736781, 0.559373145, 0.741191327, 0.862403448, 0.953312539]","[0.07452466, 0.195736781, 0.559373145, 0.741191327, 0.862403448, 0.953312539]",0.821873145,0.821873145,0.090909091,0.090909091,0.054388107756928046,0.054388107756928046,0,0,0,0,0,0,0.007898939112971792,0.007898939112971792,raw_contexts/proto_sw_1_3__expanded__r1/old_rich.png,raw_contexts/proto_sw_1_3__expanded__r1/h2_rich.png
proto_sw_1_3__expanded__r2,proto_sw_1_3,expanded,2,100003,1160543302,2849337252,1964058663,3521747513,simple,243,9710,True,True,,,5.277408500005549,5.1469588999971165,0.2,0.203962403,4,4,4.0,4.0,0.8507114680000001,0.8507114680000001,0.15868373400000002,0.15868373400000002,0.12316871374999999,0.12316871374999999,0.20529355324874524,0.20529355324874524,4.663946538567013,4.663946538567013,"[0.048658354, 0.200173506, 0.775931082, 0.897143203]","[0.048658354, 0.200173506, 0.775931082, 0.897143203]",0.848484848,0.848484848,0.1212121209999999,0.1212121209999999,0.158918417312115,0.158918417312115,0,0,0,0,0,0,0.0013311502487452498,0.0013311502487452498,raw_contexts/proto_sw_1_3__expanded__r2/old_simple.png,raw_contexts/proto_sw_1_3__expanded__r2/h2_simple.png
proto_sw_1_3__expanded__r2,proto_sw_1_3,expanded,2,100003,1160543302,2849337252,1964058663,3521747513,medium,243,9710,True,True,,,5.3973981000017375,5.259078700000828,0.5,0.432752341,5,5,5.0,5.0,1.1386423639999999,0.9505078509999999,0.12281276540000001,0.13794894900000002,0.14702211459999998,0.14491966839999998,0.48571371685113096,0.39905276367522874,4.590722534508,4.58437333194,"[0.048658354, 0.200173506, 0.715325021, 0.806234112, 0.897143203]","[0.048658354, 0.200173506, 0.715325021, 0.866840173, 0.957749264]",0.848484848,0.8484848479999999,0.090909091,0.09090908999999996,0.10858992568309057,0.1284006734314188,0,0,0,0,0,0,0.052961375851130976,0.033699577324771246,raw_contexts/proto_sw_1_3__expanded__r2/old_medium.png,raw_contexts/proto_sw_1_3__expanded__r2/h2_medium.png
proto_sw_1_3__expanded__r2,proto_sw_1_3,expanded,2,100003,1160543302,2849337252,1964058663,3521747513,rich,243,9710,True,True,,,5.222147699998459,5.17373470000166,0.8,0.696972895,6,6,6.0,6.0,1.2000179910000002,1.2000179910000002,0.15291213566666667,0.15291213566666667,0.13813435066666666,0.13813435066666666,0.69894043398657,0.69894043398657,4.633818110937049,4.633818110937049,"[0.048658354, 0.200173506, 0.533506839, 0.715325021, 0.866840173, 0.957749264]","[0.048658354, 0.200173506, 0.533506839, 0.715325021, 0.866840173, 0.957749264]",0.8484848479999999,0.8484848479999999,0.08350683899999994,0.08350683899999994,0.1284006734314188,0.1284006734314188,0,0,0,0,0,0,0.0019675389865699833,0.0019675389865699833,raw_contexts/proto_sw_1_3__expanded__r2/old_rich.png,raw_contexts/proto_sw_1_3__expanded__r2/h2_rich.png
proto_sw_1_3__compact__r1,proto_sw_1_3,compact,1,100000,146086172,4157341395,2781254137,4054807205,simple,390,24031,True,True,,,14.484284899997874,14.234745100002328,0.2,0.236464352,4,4,4.0,4.0,0.9152193000000001,0.9152193000000001,0.102532077,0.102532077,0.15062331775,0.15062331775,0.2261578225492193,0.2261578225492193,4.167558961201195,4.167558961201195,"[0.080011905, 0.231527057, 0.776981602, 0.928496754]","[0.080011905, 0.231527057, 0.776981602, 0.928496754]",0.823018398,0.823018398,0.0625,0.0625,0.10213275242867806,0.10213275242867806,0,0,0,0,0,0,0.0103065294507807,0.0103065294507807,raw_contexts/proto_sw_1_3__compact__r1/old_simple.png,raw_contexts/proto_sw_1_3__compact__r1/h2_simple.png
proto_sw_1_3__compact__r1,proto_sw_1_3,compact,1,100000,146086172,4157341395,2781254137,4054807205,medium,390,24031,True,True,,,14.547246500005713,14.290219000002253,0.5,0.467256214,5,6,5.0,6.0,0.953919722,1.054748252,0.1431037568,0.1285420225,0.09833046640000001,0.05073726083333333,0.4118517775069919,0.5672522854709662,4.139406055080195,4.190832603599528,"[0.080011905, 0.231527057, 0.746678572, 0.837587663, 0.989102815]","[0.080011905, 0.201224027, 0.292133118, 0.746678572, 0.837587663, 0.989102815]",0.831527057,0.848484848,0.0625,0.0625,0.08681043476409088,0.08681043476409088,0,0,0,0,0,0,0.05540443649300808,0.09999607147096617,raw_contexts/proto_sw_1_3__compact__r1/old_medium.png,raw_contexts/proto_sw_1_3__compact__r1/h2_medium.png
proto_sw_1_3__compact__r1,proto_sw_1_3,compact,1,100000,146086172,4157341395,2781254137,4054807205,rich,390,24031,True,True,,,14.655804500005615,14.214076399999612,0.8,0.708420737,6,6,6.0,6.0,1.41407573,1.175557982,0.14903589533333333,0.14395315700000003,0.12506669799999998,0.09212352750000001,0.8388317413827271,0.6799918085785801,4.259407108592861,4.252072017192861,"[0.080011905, 0.201224027, 0.322436148, 0.746678572, 0.837587663, 0.958799784]","[0.049708875, 0.201224027, 0.292133118, 0.746678572, 0.837587663, 0.958799784]",0.853321428,0.848484848,0.0625,0.0625,0.07702601520941893,0.051823980493345446,0,0,0,0,0,0,0.13041100438272712,0.028428928421419863,raw_contexts/proto_sw_1_3__compact__r1/old_rich.png,raw_contexts/proto_sw_1_3__compact__r1/h2_rich.png
proto_sw_1_3__compact__r2,proto_sw_1_3,compact,2,100006,4136082249,2786223796,4182263884,3924115413,simple,413,28678,True,True,,,15.77269299999898,15.594603799996548,0.2,0.239752888,4,4,4.0,4.0,0.8395641810000001,0.8395641810000001,0.162702312,0.162702312,0.1156765545,0.1156765545,0.2291159699868317,0.2291159699868317,4.179972652973019,4.179972652973019,"[0.069499869, 0.22101502, 0.766469566, 0.917984717]","[0.069499869, 0.22101502, 0.766469566, 0.917984717]",0.8210150199999999,0.8210150199999999,0.0625,0.0625,0.1543798574544591,0.1543798574544591,0,0,0,0,0,0,0.010636918013168295,0.010636918013168295,raw_contexts/proto_sw_1_3__compact__r2/old_simple.png,raw_contexts/proto_sw_1_3__compact__r2/h2_simple.png
proto_sw_1_3__compact__r2,proto_sw_1_3,compact,2,100006,4136082249,2786223796,4182263884,3924115413,medium,413,28678,True,True,,,16.244688200000382,15.741991299997608,0.5,0.464730489,5,6,5.0,6.0,0.958195444,1.077883587,0.13651746139999998,0.12988120699999997,0.10501652019999999,0.10207155783333333,0.4070388944578928,0.6113664732706166,4.113314434930195,4.194593809059528,"[0.069499869, 0.22101502, 0.311924111, 0.766469566, 0.917984717]","[0.069499869, 0.22101502, 0.311924111, 0.675560475, 0.766469566, 0.917984717]",0.8335304339999999,0.848484848,0.0625,0.0625,0.11784142149499355,0.03245173086422617,0,0,0,0,0,0,0.057691594542107205,0.14663598427061653,raw_contexts/proto_sw_1_3__compact__r2/old_medium.png,raw_contexts/proto_sw_1_3__compact__r2/h2_medium.png
proto_sw_1_3__compact__r2,proto_sw_1_3,compact,2,100006,4136082249,2786223796,4182263884,3924115413,rich,413,28678,True,True,,,16.12025910000375,15.720174100002623,0.8,0.698297799,6,6,6.0,6.0,1.3843888640000002,1.202662417,0.12579576816666668,0.121667012,0.12563117333333335,0.14338111816666665,0.7829073262442487,0.6927841090835782,4.207933143544664,4.206063009092861,"[0.069499869, 0.22101502, 0.311924111, 0.675560475, 0.766469566, 0.917984717]","[0.069499869, 0.251318051, 0.675560475, 0.766469566, 0.857378657, 0.978590778]",0.848484848,0.818181818,0.0625,0.0625,0.03440337820567794,0.0869639932657852,0,0,0,0,0,0,0.08460952724424875,0.00551368991642176,raw_contexts/proto_sw_1_3__compact__r2/old_rich.png,raw_contexts/proto_sw_1_3__compact__r2/h2_rich.png
proto_sw_1_3__swept__r1,proto_sw_1_3,swept,1,100002,597182601,2971350444,1978891010,1570248508,simple,277,13713,True,True,,,6.482768100002431,6.410335799999302,0.2,0.266342142,4,4,4.0,4.0,0.711152532,0.902854023,0.14055615325,0.11447499175,0.1141661305,0.17080486050000002,0.1343669203857899,0.26764329736466214,4.4483016928451,4.4368645183951,"[0.065115339, 0.21663049, 0.762085036, 0.913600187]","[0.034812308, 0.21663049, 0.762085036, 0.943903218]",0.84163049,0.818181818,0.07500000000000001,0.07500000000000001,0.181369554,0.09730668391549917,0,0,0,0,0,0,0.1319752216142101,0.001301155364662132,raw_contexts/proto_sw_1_3__swept__r1/old_simple.png,raw_contexts/proto_sw_1_3__swept__r1/h2_simple.png
proto_sw_1_3__swept__r1,proto_sw_1_3,swept,1,100002,597182601,2971350444,1978891010,1570248508,medium,277,13713,True,True,,,6.53165430000081,6.320053199997346,0.5,0.466495936,5,5,5.0,5.0,1.141240099,0.956072243,0.1395850066,0.149978524,0.16855256840000002,0.1176384242,0.5930938091994137,0.45194005376276186,4.373405827546101,4.352104311358101,"[0.034812308, 0.21663049, 0.762085036, 0.852994127, 0.943903218]","[0.065115339, 0.246933521, 0.701478975, 0.852994127, 0.943903218]",0.818181818,0.818181818,0.07500000000000001,0.07500000000000001,0.08636273176280386,0.12141789250128865,0,0,0,0,0,0,0.12659787319941368,0.014555882237238138,raw_contexts/proto_sw_1_3__swept__r1/old_medium.png,raw_contexts/proto_sw_1_3__swept__r1/h2_medium.png
proto_sw_1_3__swept__r1,proto_sw_1_3,swept,1,100002,597182601,2971350444,1978891010,1570248508,rich,277,13713,True,True,,,6.57748939999874,6.396639600003255,0.8,0.677859093,6,6,6.0,6.0,1.2646809069999998,1.069706597,0.11298791433333333,0.1460185565,0.14545404400000003,0.10971069216666668,0.7793471512018598,0.6649219916688303,4.4238422532801005,4.398211275153434,"[0.034812308, 0.21663049, 0.549963824, 0.762085036, 0.852994127, 0.943903218]","[0.065115339, 0.21663049, 0.549963824, 0.701478975, 0.792388066, 0.943903218]",0.818181818,0.84163049,0.07500000000000001,0.07500000000000001,0.059177770920701596,0.12602706152011037,0,0,0,0,0,0,0.1014880582018598,0.012937101331169765,raw_contexts/proto_sw_1_3__swept__r1/old_rich.png,raw_contexts/proto_sw_1_3__swept__r1/h2_rich.png
proto_sw_1_3__swept__r2,proto_sw_1_3,swept,2,100004,1033296627,2761789635,3906224916,1967235406,simple,279,13327,True,True,,,6.850893499999074,6.838143599998148,0.2,0.257623262,4,4,4.0,4.0,0.824102258,0.847183867,0.13622978225,0.15941474875,0.1711579635,0.16670304075,0.23016474916546578,0.26404222249577275,4.4624909456534105,4.461251612409344,"[0.081785922, 0.233301074, 0.778755619, 0.930270771]","[0.081785922, 0.233301074, 0.778755619, 0.930270771]",0.846244381,0.846244381,0.07500000000000001,0.07500000000000001,0.16950719058866792,0.16950719058866792,0,0,0,0,0,0,0.027458512834534238,0.00641896049577273,raw_contexts/proto_sw_1_3__swept__r2/old_simple.png,raw_contexts/proto_sw_1_3__swept__r2/h2_simple.png
