case_id,source_group,prototype_id,backbone_variant,density_level,replicate,production_seed,formal_triple_png,formal_triple_svg,formal_single_svg,mechanical_validity,single_review_source_svg,single_review_mode
A135,matrix_A,proto_sw_1_3,swept,rich,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A135/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A135/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A135/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A136,matrix_A,proto_sw_1_3,expanded,simple,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A136/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A136/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A136/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A137,matrix_A,proto_sw_1_3,expanded,medium,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A137/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A137/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A137/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A138,matrix_A,proto_sw_1_3,expanded,rich,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A138/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A138/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A138/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A139,matrix_A,proto_sw_1_3,compact,simple,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A139/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A139/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A139/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A140,matrix_A,proto_sw_1_3,compact,medium,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A140/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A140/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A140/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A141,matrix_A,proto_sw_1_3,compact,rich,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A141/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A141/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A141/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A142,matrix_A,proto_sw_1_3,swept,simple,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A142/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A142/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A142/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A143,matrix_A,proto_sw_1_3,swept,medium,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A143/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A143/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A143/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A144,matrix_A,proto_sw_1_3,swept,rich,6,200005,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A144/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A144/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A144/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A145,matrix_A,proto_sw_1_3,expanded,simple,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A145/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A145/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A145/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A146,matrix_A,proto_sw_1_3,expanded,medium,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A146/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A146/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A146/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A147,matrix_A,proto_sw_1_3,expanded,rich,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A147/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A147/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A147/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A148,matrix_A,proto_sw_1_3,compact,simple,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A148/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A148/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A148/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A149,matrix_A,proto_sw_1_3,compact,medium,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A149/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A149/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A149/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A150,matrix_A,proto_sw_1_3,compact,rich,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A150/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A150/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A150/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A151,matrix_A,proto_sw_1_3,swept,simple,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A151/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A151/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A151/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A152,matrix_A,proto_sw_1_3,swept,medium,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A152/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A152/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A152/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A153,matrix_A,proto_sw_1_3,swept,rich,7,200006,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A153/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A153/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A153/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A154,matrix_A,proto_sw_1_3,expanded,simple,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A154/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A154/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A154/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A155,matrix_A,proto_sw_1_3,expanded,medium,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A155/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A155/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A155/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A156,matrix_A,proto_sw_1_3,expanded,rich,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A156/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A156/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A156/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A157,matrix_A,proto_sw_1_3,compact,simple,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A157/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A157/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A157/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A158,matrix_A,proto_sw_1_3,compact,medium,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A158/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A158/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A158/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A159,matrix_A,proto_sw_1_3,compact,rich,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A159/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A159/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A159/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A160,matrix_A,proto_sw_1_3,swept,simple,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A160/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A160/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A160/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A161,matrix_A,proto_sw_1_3,swept,medium,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A161/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A161/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A161/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A162,matrix_A,proto_sw_1_3,swept,rich,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A162/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A162/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A162/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A163,matrix_A,proto_sw_1_3,expanded,simple,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A163/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A163/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A163/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A164,matrix_A,proto_sw_1_3,expanded,medium,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A164/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A164/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A164/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A165,matrix_A,proto_sw_1_3,expanded,rich,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A165/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A165/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A165/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A166,matrix_A,proto_sw_1_3,compact,simple,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A166/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A166/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A166/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A167,matrix_A,proto_sw_1_3,compact,medium,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A167/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A167/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A167/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A168,matrix_A,proto_sw_1_3,compact,rich,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A168/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A168/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A168/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A169,matrix_A,proto_sw_1_3,swept,simple,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A169/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A169/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A169/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A170,matrix_A,proto_sw_1_3,swept,medium,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A170/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A170/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A170/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A171,matrix_A,proto_sw_1_3,swept,rich,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A171/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A171/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A171/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A172,matrix_A,proto_sw_1_3,expanded,simple,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A172/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A172/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A172/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A173,matrix_A,proto_sw_1_3,expanded,medium,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A173/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A173/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A173/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A174,matrix_A,proto_sw_1_3,expanded,rich,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A174/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A174/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A174/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A175,matrix_A,proto_sw_1_3,compact,simple,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A175/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A175/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A175/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A176,matrix_A,proto_sw_1_3,compact,medium,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A176/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A176/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A176/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A177,matrix_A,proto_sw_1_3,compact,rich,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A177/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A177/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A177/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A178,matrix_A,proto_sw_1_3,swept,simple,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A178/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A178/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A178/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A179,matrix_A,proto_sw_1_3,swept,medium,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A179/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A179/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A179/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A180,matrix_A,proto_sw_1_3,swept,rich,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A180/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A180/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A180/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A181,matrix_A,proto_sw_2_3,expanded,simple,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A181/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A181/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A181/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A182,matrix_A,proto_sw_2_3,expanded,medium,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A182/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A182/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A182/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A183,matrix_A,proto_sw_2_3,expanded,rich,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A183/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A183/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A183/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A184,matrix_A,proto_sw_2_3,compact,simple,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A184/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A184/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A184/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A185,matrix_A,proto_sw_2_3,compact,medium,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A185/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A185/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A185/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A186,matrix_A,proto_sw_2_3,compact,rich,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A186/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A186/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A186/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A187,matrix_A,proto_sw_2_3,swept,simple,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A187/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A187/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A187/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A188,matrix_A,proto_sw_2_3,swept,medium,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A188/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A188/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A188/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A189,matrix_A,proto_sw_2_3,swept,rich,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A189/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A189/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A189/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A190,matrix_A,proto_sw_2_3,expanded,simple,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A190/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A190/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A190/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A191,matrix_A,proto_sw_2_3,expanded,medium,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A191/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A191/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A191/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A192,matrix_A,proto_sw_2_3,expanded,rich,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A192/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A192/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A192/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A193,matrix_A,proto_sw_2_3,compact,simple,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A193/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A193/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A193/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A194,matrix_A,proto_sw_2_3,compact,medium,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A194/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A194/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A194/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A195,matrix_A,proto_sw_2_3,compact,rich,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A195/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A195/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A195/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A196,matrix_A,proto_sw_2_3,swept,simple,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A196/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A196/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A196/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A197,matrix_A,proto_sw_2_3,swept,medium,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A197/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A197/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A197/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A198,matrix_A,proto_sw_2_3,swept,rich,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A198/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A198/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A198/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A199,matrix_A,proto_sw_2_3,expanded,simple,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A199/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A199/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A199/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A200,matrix_A,proto_sw_2_3,expanded,medium,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A200/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A200/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A200/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A201,matrix_A,proto_sw_2_3,expanded,rich,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A201/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A201/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A201/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A202,matrix_A,proto_sw_2_3,compact,simple,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A202/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A202/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A202/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A203,matrix_A,proto_sw_2_3,compact,medium,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A203/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A203/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A203/formal_triple.svg,central_period_viewport_from_formal_triple_svg
