case_id,source_group,prototype_id,backbone_variant,density_level,replicate,production_seed,formal_triple_png,formal_triple_svg,formal_single_svg,mechanical_validity,single_review_source_svg,single_review_mode
A066,matrix_A,proto_sw_1_1,expanded,rich,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A066/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A066/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A066/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A067,matrix_A,proto_sw_1_1,compact,simple,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A067/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A067/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A067/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A068,matrix_A,proto_sw_1_1,compact,medium,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A068/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A068/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A068/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A069,matrix_A,proto_sw_1_1,compact,rich,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A069/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A069/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A069/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A070,matrix_A,proto_sw_1_1,swept,simple,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A070/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A070/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A070/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A071,matrix_A,proto_sw_1_1,swept,medium,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A071/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A071/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A071/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A072,matrix_A,proto_sw_1_1,swept,rich,8,200007,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A072/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A072/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A072/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A073,matrix_A,proto_sw_1_1,expanded,simple,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A073/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A073/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A073/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A074,matrix_A,proto_sw_1_1,expanded,medium,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A074/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A074/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A074/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A075,matrix_A,proto_sw_1_1,expanded,rich,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A075/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A075/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A075/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A076,matrix_A,proto_sw_1_1,compact,simple,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A076/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A076/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A076/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A077,matrix_A,proto_sw_1_1,compact,medium,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A077/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A077/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A077/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A078,matrix_A,proto_sw_1_1,compact,rich,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A078/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A078/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A078/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A079,matrix_A,proto_sw_1_1,swept,simple,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A079/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A079/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A079/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A080,matrix_A,proto_sw_1_1,swept,medium,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A080/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A080/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A080/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A081,matrix_A,proto_sw_1_1,swept,rich,9,200008,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A081/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A081/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A081/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A082,matrix_A,proto_sw_1_1,expanded,simple,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A082/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A082/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A082/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A083,matrix_A,proto_sw_1_1,expanded,medium,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A083/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A083/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A083/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A084,matrix_A,proto_sw_1_1,expanded,rich,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A084/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A084/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A084/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A085,matrix_A,proto_sw_1_1,compact,simple,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A085/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A085/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A085/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A086,matrix_A,proto_sw_1_1,compact,medium,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A086/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A086/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A086/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A087,matrix_A,proto_sw_1_1,compact,rich,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A087/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A087/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A087/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A088,matrix_A,proto_sw_1_1,swept,simple,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A088/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A088/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A088/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A089,matrix_A,proto_sw_1_1,swept,medium,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A089/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A089/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A089/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A090,matrix_A,proto_sw_1_1,swept,rich,10,200009,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A090/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A090/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A090/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A091,matrix_A,proto_sw_1_3,expanded,simple,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A091/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A091/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A091/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A092,matrix_A,proto_sw_1_3,expanded,medium,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A092/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A092/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A092/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A093,matrix_A,proto_sw_1_3,expanded,rich,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A093/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A093/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A093/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A094,matrix_A,proto_sw_1_3,compact,simple,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A094/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A094/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A094/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A095,matrix_A,proto_sw_1_3,compact,medium,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A095/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A095/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A095/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A096,matrix_A,proto_sw_1_3,compact,rich,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A096/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A096/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A096/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A097,matrix_A,proto_sw_1_3,swept,simple,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A097/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A097/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A097/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A098,matrix_A,proto_sw_1_3,swept,medium,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A098/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A098/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A098/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A099,matrix_A,proto_sw_1_3,swept,rich,1,200000,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A099/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A099/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A099/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A100,matrix_A,proto_sw_1_3,expanded,simple,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A100/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A100/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A100/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A101,matrix_A,proto_sw_1_3,expanded,medium,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A101/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A101/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A101/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A102,matrix_A,proto_sw_1_3,expanded,rich,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A102/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A102/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A102/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A103,matrix_A,proto_sw_1_3,compact,simple,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A103/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A103/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A103/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A104,matrix_A,proto_sw_1_3,compact,medium,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A104/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A104/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A104/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A105,matrix_A,proto_sw_1_3,compact,rich,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A105/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A105/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A105/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A106,matrix_A,proto_sw_1_3,swept,simple,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A106/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A106/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A106/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A107,matrix_A,proto_sw_1_3,swept,medium,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A107/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A107/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A107/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A108,matrix_A,proto_sw_1_3,swept,rich,2,200001,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A108/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A108/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A108/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A109,matrix_A,proto_sw_1_3,expanded,simple,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A109/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A109/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A109/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A110,matrix_A,proto_sw_1_3,expanded,medium,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A110/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A110/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A110/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A111,matrix_A,proto_sw_1_3,expanded,rich,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A111/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A111/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A111/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A112,matrix_A,proto_sw_1_3,compact,simple,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A112/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A112/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A112/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A113,matrix_A,proto_sw_1_3,compact,medium,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A113/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A113/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A113/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A114,matrix_A,proto_sw_1_3,compact,rich,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A114/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A114/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A114/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A115,matrix_A,proto_sw_1_3,swept,simple,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A115/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A115/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A115/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A116,matrix_A,proto_sw_1_3,swept,medium,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A116/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A116/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A116/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A117,matrix_A,proto_sw_1_3,swept,rich,3,200002,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A117/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A117/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A117/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A118,matrix_A,proto_sw_1_3,expanded,simple,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A118/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A118/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A118/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A119,matrix_A,proto_sw_1_3,expanded,medium,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A119/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A119/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A119/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A120,matrix_A,proto_sw_1_3,expanded,rich,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A120/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A120/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A120/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A121,matrix_A,proto_sw_1_3,compact,simple,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A121/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A121/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A121/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A122,matrix_A,proto_sw_1_3,compact,medium,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A122/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A122/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A122/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A123,matrix_A,proto_sw_1_3,compact,rich,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A123/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A123/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A123/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A124,matrix_A,proto_sw_1_3,swept,simple,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A124/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A124/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A124/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A125,matrix_A,proto_sw_1_3,swept,medium,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A125/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A125/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A125/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A126,matrix_A,proto_sw_1_3,swept,rich,4,200003,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A126/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A126/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A126/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A127,matrix_A,proto_sw_1_3,expanded,simple,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A127/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A127/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A127/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A128,matrix_A,proto_sw_1_3,expanded,medium,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A128/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A128/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A128/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A129,matrix_A,proto_sw_1_3,expanded,rich,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A129/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A129/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A129/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A130,matrix_A,proto_sw_1_3,compact,simple,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A130/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A130/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A130/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A131,matrix_A,proto_sw_1_3,compact,medium,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A131/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A131/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A131/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A132,matrix_A,proto_sw_1_3,compact,rich,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A132/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A132/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A132/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A133,matrix_A,proto_sw_1_3,swept,simple,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A133/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A133/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A133/formal_triple.svg,central_period_viewport_from_formal_triple_svg
A134,matrix_A,proto_sw_1_3,swept,medium,5,200004,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A134/formal_triple.png,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A134/formal_triple.svg,,1,artifacts/paper_a_chapter4_v1/rq1_rq3/formal_ours/raw_cases/A134/formal_triple.svg,central_period_viewport_from_formal_triple_svg
