protocol_id,freeze_date,matrix_c_source,primary_budget,secondary_budget,budget_grid_rule,localgreedy_semantics,ours_semantics,node_limit,bootstrap_seed,bootstrap_replicates
paper_a_rq2_mb_l2_v1,2026-08-25,D:\sdxl\chanzhi_sw_clean_oldmain_opt\artifacts\paper_a_chapter4_v1\rq2\matrix_c_four_methods,exact total L2 curve count B,upgraded-parent count U audit only,B_target=1..2*formal_H2B_intent_upgrade_budget,seeded sequential irreversible; skip upgrades exceeding B,H2-B bounded joint search with exact terminal B,300000,20260825,2000
