case_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,l1_generation_success,unit_generation_applicable,unit_generation_success,error_type,error_message,ordinary_l1_count,selected_l2_count,branchunit_count,shared_stage3_plan_id,shared_stage4_inventory_id,shared_conflict_graph_id,method_plan_id,method_selection_id,runtime_seconds,method_dir
C046,FixedSlot,proto_sw_2_3,compact,medium,2,100013,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,11.14612649999981,raw_cases/C046/methods/FixedSlot
C046,LocalGreedy,proto_sw_2_3,compact,medium,2,100013,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2,32b7206f4bfbdc9c545e34b4a1ee53a0e70b52e37ed547dd22f5b69575e51ad8,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.04993960000138031,raw_cases/C046/methods/LocalGreedy
C046,Ours,proto_sw_2_3,compact,medium,2,100013,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2,32b7206f4bfbdc9c545e34b4a1ee53a0e70b52e37ed547dd22f5b69575e51ad8,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.050270699997781776,raw_cases/C046/methods/Ours
C047,IndependentCurve,proto_sw_2_3,compact,rich,1,100014,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.03938920000291546,raw_cases/C047/methods/IndependentCurve
C047,FixedSlot,proto_sw_2_3,compact,rich,1,100014,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,11.428442400003405,raw_cases/C047/methods/FixedSlot
C047,LocalGreedy,proto_sw_2_3,compact,rich,1,100014,1,1,1,1,,,6,4,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2,e7ac20b8ac41288eb7daab883e72421a66fa3b88d7f0b171b4340e81ad01f84e,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.05421019999994314,raw_cases/C047/methods/LocalGreedy
C047,Ours,proto_sw_2_3,compact,rich,1,100014,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2,e7ac20b8ac41288eb7daab883e72421a66fa3b88d7f0b171b4340e81ad01f84e,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.08218649999980698,raw_cases/C047/methods/Ours
C048,IndependentCurve,proto_sw_2_3,compact,rich,2,100032,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.040379899997788016,raw_cases/C048/methods/IndependentCurve
C048,FixedSlot,proto_sw_2_3,compact,rich,2,100032,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,15.046760499997617,raw_cases/C048/methods/FixedSlot
C048,LocalGreedy,proto_sw_2_3,compact,rich,2,100032,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2,1163ae890eb204b1f7c1f79fd236ce9ae8588224ecf77a92dadf6557234ed577,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.05365140000139945,raw_cases/C048/methods/LocalGreedy
C048,Ours,proto_sw_2_3,compact,rich,2,100032,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2,1163ae890eb204b1f7c1f79fd236ce9ae8588224ecf77a92dadf6557234ed577,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.058266700001695426,raw_cases/C048/methods/Ours
C049,IndependentCurve,proto_sw_2_3,swept,simple,1,100015,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.04871830000047339,raw_cases/C049/methods/IndependentCurve
C049,FixedSlot,proto_sw_2_3,swept,simple,1,100015,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,13.147025800000847,raw_cases/C049/methods/FixedSlot
C049,LocalGreedy,proto_sw_2_3,swept,simple,1,100015,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2,8e63785bca2494cd64898a8952db1a7825f582d3c80239824d6ae301fe91cca8,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.04350970000086818,raw_cases/C049/methods/LocalGreedy
C049,Ours,proto_sw_2_3,swept,simple,1,100015,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2,8e63785bca2494cd64898a8952db1a7825f582d3c80239824d6ae301fe91cca8,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.05065470000045025,raw_cases/C049/methods/Ours
C050,IndependentCurve,proto_sw_2_3,swept,simple,2,100022,1,1,0,0,,,5,0,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.04209890000129235,raw_cases/C050/methods/IndependentCurve
C050,FixedSlot,proto_sw_2_3,swept,simple,2,100022,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,10.040525399999751,raw_cases/C050/methods/FixedSlot
C050,LocalGreedy,proto_sw_2_3,swept,simple,2,100022,1,1,1,1,,,5,3,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2,b285e298c020b1bc9dbdd088c47f7d7c563d7be385a3ad54087e7da168322d9c,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.04745370000091498,raw_cases/C050/methods/LocalGreedy
C050,Ours,proto_sw_2_3,swept,simple,2,100022,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2,b285e298c020b1bc9dbdd088c47f7d7c563d7be385a3ad54087e7da168322d9c,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.06651630000123987,raw_cases/C050/methods/Ours
C051,IndependentCurve,proto_sw_2_3,swept,medium,1,100001,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.04482549999738694,raw_cases/C051/methods/IndependentCurve
C051,FixedSlot,proto_sw_2_3,swept,medium,1,100001,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,13.768213100000139,raw_cases/C051/methods/FixedSlot
C051,LocalGreedy,proto_sw_2_3,swept,medium,1,100001,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__unit_candidates_v2,a758e961dcb65cbe4def28fe1f457f60f9b6059e2e87ab2b48d8ad0c676c7227,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.050636299998586765,raw_cases/C051/methods/LocalGreedy
C051,Ours,proto_sw_2_3,swept,medium,1,100001,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__unit_candidates_v2,a758e961dcb65cbe4def28fe1f457f60f9b6059e2e87ab2b48d8ad0c676c7227,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.0445082000005641,raw_cases/C051/methods/Ours
C052,IndependentCurve,proto_sw_2_3,swept,medium,2,100009,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.04604330000074697,raw_cases/C052/methods/IndependentCurve
C052,FixedSlot,proto_sw_2_3,swept,medium,2,100009,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,11.347265699998388,raw_cases/C052/methods/FixedSlot
C052,LocalGreedy,proto_sw_2_3,swept,medium,2,100009,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__unit_candidates_v2,b74756aefc2eafe34a6fa83e0758f368d27470eacf6510105e9c4c05cb344a74,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.055172600001242245,raw_cases/C052/methods/LocalGreedy
C052,Ours,proto_sw_2_3,swept,medium,2,100009,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__unit_candidates_v2,b74756aefc2eafe34a6fa83e0758f368d27470eacf6510105e9c4c05cb344a74,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_548579369__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.04240139999819803,raw_cases/C052/methods/Ours
C053,IndependentCurve,proto_sw_2_3,swept,rich,1,100007,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.04642760000206181,raw_cases/C053/methods/IndependentCurve
C053,FixedSlot,proto_sw_2_3,swept,rich,1,100007,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,14.755075500001112,raw_cases/C053/methods/FixedSlot
C053,LocalGreedy,proto_sw_2_3,swept,rich,1,100007,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__unit_candidates_v2,bf80d3c02d90d756003a52bf2ba67d4e0f81539ab8c139de18d283d581f13529,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.0626555000017106,raw_cases/C053/methods/LocalGreedy
C053,Ours,proto_sw_2_3,swept,rich,1,100007,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__unit_candidates_v2,bf80d3c02d90d756003a52bf2ba67d4e0f81539ab8c139de18d283d581f13529,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3756345937__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.07351330000165035,raw_cases/C053/methods/Ours
C054,IndependentCurve,proto_sw_2_3,swept,rich,2,100008,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.04582929999742191,raw_cases/C054/methods/IndependentCurve
C054,FixedSlot,proto_sw_2_3,swept,rich,2,100008,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,14.092196000001422,raw_cases/C054/methods/FixedSlot
C054,LocalGreedy,proto_sw_2_3,swept,rich,2,100008,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__unit_candidates_v2,cdd038bff0d3c46a71ec0adf7c637130104f8c38e39b4492c285019815d9147f,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.049034799998480594,raw_cases/C054/methods/LocalGreedy
C054,Ours,proto_sw_2_3,swept,rich,2,100008,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__unit_candidates_v2,cdd038bff0d3c46a71ec0adf7c637130104f8c38e39b4492c285019815d9147f,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_399132903__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.051973800000268966,raw_cases/C054/methods/Ours
C055,IndependentCurve,proto_sw_3_1,expanded,simple,1,100011,1,1,0,0,,,6,0,6,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple,,,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.047231600001396146,raw_cases/C055/methods/IndependentCurve
C055,FixedSlot,proto_sw_3_1,expanded,simple,1,100011,0,0,1,0,GlobalL1FlowError,global candidate pool has no complete compatible assignment,,,,,,,,,0.27526770000258693,
C055,LocalGreedy,proto_sw_3_1,expanded,simple,1,100011,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple__unit_candidates_v2,3430371443eee0505a49a52ba1b00a5531c0b07612527022370fb0bc5921a4f1,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.049581699997361284,raw_cases/C055/methods/LocalGreedy
C055,Ours,proto_sw_3_1,expanded,simple,1,100011,1,1,1,1,,,6,1,6,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple__unit_candidates_v2,3430371443eee0505a49a52ba1b00a5531c0b07612527022370fb0bc5921a4f1,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1548718105__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.04900670000279206,raw_cases/C055/methods/Ours
C056,IndependentCurve,proto_sw_3_1,expanded,simple,2,100013,1,1,0,0,,,5,0,5,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple,,,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.04340810000212514,raw_cases/C056/methods/IndependentCurve
C056,FixedSlot,proto_sw_3_1,expanded,simple,2,100013,1,1,1,1,,,5,1,5,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple,,,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,6.3240179999993416,raw_cases/C056/methods/FixedSlot
C056,LocalGreedy,proto_sw_3_1,expanded,simple,2,100013,1,1,1,1,,,5,2,5,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2,97ea8de0580188d69ed0dc87cdbeb658fb82c7be06472d4e5924dc7895013c63,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.04799980000098003,raw_cases/C056/methods/LocalGreedy
C056,Ours,proto_sw_3_1,expanded,simple,2,100013,1,1,1,1,,,5,1,5,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2,97ea8de0580188d69ed0dc87cdbeb658fb82c7be06472d4e5924dc7895013c63,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple,proto_sw_3_1__seed_1575422959__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.052994900001067435,raw_cases/C056/methods/Ours
C057,IndependentCurve,proto_sw_3_1,expanded,medium,1,100005,1,1,0,0,,,6,0,6,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium,,,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.04273570000077598,raw_cases/C057/methods/IndependentCurve
C057,FixedSlot,proto_sw_3_1,expanded,medium,1,100005,0,0,1,0,GlobalL1FlowError,global candidate pool has no complete compatible assignment,,,,,,,,,0.24949629999900935,
C057,LocalGreedy,proto_sw_3_1,expanded,medium,1,100005,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2,7843bb762520ffe18e0325c663a100a00c7453c29a6ce38e5d721f2af103d880,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.049358799999026814,raw_cases/C057/methods/LocalGreedy
C057,Ours,proto_sw_3_1,expanded,medium,1,100005,1,1,1,1,,,6,1,6,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2,7843bb762520ffe18e0325c663a100a00c7453c29a6ce38e5d721f2af103d880,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.0470924000001105,raw_cases/C057/methods/Ours
C058,IndependentCurve,proto_sw_3_1,expanded,medium,2,100006,1,1,0,0,,,6,0,6,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium,,,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.04483350000009523,raw_cases/C058/methods/IndependentCurve
C058,FixedSlot,proto_sw_3_1,expanded,medium,2,100006,1,1,1,1,,,6,1,6,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium,,,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,6.173625499999616,raw_cases/C058/methods/FixedSlot
C058,LocalGreedy,proto_sw_3_1,expanded,medium,2,100006,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2,c6214a58e18f47f2679c1e5ed8f58d3ad995c1392c74d7caf732505f6f6e6682,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.0486869000014849,raw_cases/C058/methods/LocalGreedy
C058,Ours,proto_sw_3_1,expanded,medium,2,100006,1,1,1,1,,,6,1,6,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2,c6214a58e18f47f2679c1e5ed8f58d3ad995c1392c74d7caf732505f6f6e6682,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_3_1__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.05328580000059446,raw_cases/C058/methods/Ours
C059,IndependentCurve,proto_sw_3_1,expanded,rich,1,100003,1,1,0,0,,,6,0,6,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich,,,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.046191100002033636,raw_cases/C059/methods/IndependentCurve
C059,FixedSlot,proto_sw_3_1,expanded,rich,1,100003,1,1,1,1,,,6,2,6,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich,,,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,8.643398600001092,raw_cases/C059/methods/FixedSlot
C059,LocalGreedy,proto_sw_3_1,expanded,rich,1,100003,1,1,1,1,,,6,4,6,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2,1da856d438f55bb76267d49a2cbc514c7b2161d8b5739cd19c612136943c54e8,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.05609389999881387,raw_cases/C059/methods/LocalGreedy
C059,Ours,proto_sw_3_1,expanded,rich,1,100003,1,1,1,1,,,6,3,6,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2,1da856d438f55bb76267d49a2cbc514c7b2161d8b5739cd19c612136943c54e8,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_3_1__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.050732699997752206,raw_cases/C059/methods/Ours
C060,IndependentCurve,proto_sw_3_1,expanded,rich,2,100019,1,1,0,0,,,6,0,6,proto_sw_3_1__seed_898415462__global_l1_flow_v3__density_rich,,,proto_sw_3_1__seed_898415462__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_3_1__seed_898415462__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.04731019999962882,raw_cases/C060/methods/IndependentCurve
C060,FixedSlot,proto_sw_3_1,expanded,rich,2,100019,0,0,1,0,GlobalL1FlowError,global candidate pool has no complete compatible assignment,,,,,,,,,0.24718700000084937,
