case_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,l1_generation_success,unit_generation_applicable,unit_generation_success,error_type,error_message,ordinary_l1_count,selected_l2_count,branchunit_count,shared_stage3_plan_id,shared_stage4_inventory_id,shared_conflict_graph_id,method_plan_id,method_selection_id,runtime_seconds,method_dir
C032,LocalGreedy,proto_sw_1_3,swept,simple,2,100009,1,1,1,1,,,4,2,4,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple__unit_candidates_v2,ae1938ced7dfe28b0d1bc723c13717a6bb20e395f6d3992875697a52b2ce70d0,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.04652859999987413,raw_cases/C032/methods/LocalGreedy
C032,Ours,proto_sw_1_3,swept,simple,2,100009,1,1,1,1,,,4,1,4,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple__unit_candidates_v2,ae1938ced7dfe28b0d1bc723c13717a6bb20e395f6d3992875697a52b2ce70d0,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple,proto_sw_1_3__seed_548579369__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.039315100002568215,raw_cases/C032/methods/Ours
C033,IndependentCurve,proto_sw_1_3,swept,medium,1,100005,1,1,0,0,,,5,0,5,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.03958979999879375,raw_cases/C033/methods/IndependentCurve
C033,FixedSlot,proto_sw_1_3,swept,medium,1,100005,1,1,1,1,,,5,1,5,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,4.531659000000218,raw_cases/C033/methods/FixedSlot
C033,LocalGreedy,proto_sw_1_3,swept,medium,1,100005,1,1,1,1,,,5,1,5,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2,7896d2eabb0ae16e73787bb815df5a27ba0a177e0f8f1852aea9bf2ea256b293,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.04381909999938216,raw_cases/C033/methods/LocalGreedy
C033,Ours,proto_sw_1_3,swept,medium,1,100005,1,1,1,1,,,5,1,5,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2,7896d2eabb0ae16e73787bb815df5a27ba0a177e0f8f1852aea9bf2ea256b293,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_1160715944__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.04091129999869736,raw_cases/C033/methods/Ours
C034,IndependentCurve,proto_sw_1_3,swept,medium,2,100023,1,1,0,0,,,5,0,5,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.0372572999986005,raw_cases/C034/methods/IndependentCurve
C034,FixedSlot,proto_sw_1_3,swept,medium,2,100023,1,1,1,1,,,5,1,5,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium,,,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,8.278466499999922,raw_cases/C034/methods/FixedSlot
C034,LocalGreedy,proto_sw_1_3,swept,medium,2,100023,1,1,1,1,,,5,1,5,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2,7a0f05b0062bcafbc961ac58acdd3872d7335853d4587690d48d7dd6bcf8b72d,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.04721140000037849,raw_cases/C034/methods/LocalGreedy
C034,Ours,proto_sw_1_3,swept,medium,2,100023,1,1,1,1,,,5,1,5,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2,7a0f05b0062bcafbc961ac58acdd3872d7335853d4587690d48d7dd6bcf8b72d,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_1_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.047650799999246374,raw_cases/C034/methods/Ours
C035,IndependentCurve,proto_sw_1_3,swept,rich,1,100002,1,1,0,0,,,6,0,6,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.04876439999861759,raw_cases/C035/methods/IndependentCurve
C035,FixedSlot,proto_sw_1_3,swept,rich,1,100002,1,1,1,1,,,6,2,6,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,8.744079899999633,raw_cases/C035/methods/FixedSlot
C035,LocalGreedy,proto_sw_1_3,swept,rich,1,100002,1,1,1,1,,,6,3,6,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2,b35008f97bef3e64d34915fd70b40fc93d4e27bcff134b3bd916c0f1a009597f,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.053266200000507524,raw_cases/C035/methods/LocalGreedy
C035,Ours,proto_sw_1_3,swept,rich,1,100002,1,1,1,1,,,6,2,6,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2,b35008f97bef3e64d34915fd70b40fc93d4e27bcff134b3bd916c0f1a009597f,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1978891010__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.0512468999986595,raw_cases/C035/methods/Ours
C036,IndependentCurve,proto_sw_1_3,swept,rich,2,100011,1,1,0,0,,,6,0,6,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.044463500002166256,raw_cases/C036/methods/IndependentCurve
C036,FixedSlot,proto_sw_1_3,swept,rich,2,100011,0,1,1,0,Stage5SelectionError,joint H2-B search found no complete legal composition,6,,,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich,,,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich__baseline_fixedslot,,6.7490049000007275,raw_cases/C036/methods/FixedSlot
C036,LocalGreedy,proto_sw_1_3,swept,rich,2,100011,1,1,1,1,,,6,1,6,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich__unit_candidates_v2,ef351602f0a74357db920550fd994230ec6fcbcf44994642ba433ec3bebe23bc,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.048238499999570195,raw_cases/C036/methods/LocalGreedy
C036,Ours,proto_sw_1_3,swept,rich,2,100011,1,1,1,1,,,6,1,6,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich__unit_candidates_v2,ef351602f0a74357db920550fd994230ec6fcbcf44994642ba433ec3bebe23bc,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich,proto_sw_1_3__seed_1548718105__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.046636999999464024,raw_cases/C036/methods/Ours
C037,IndependentCurve,proto_sw_2_3,expanded,simple,1,100000,1,1,0,0,,,5,0,5,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.03745599999820115,raw_cases/C037/methods/IndependentCurve
C037,FixedSlot,proto_sw_2_3,expanded,simple,1,100000,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,6.3327792000018235,raw_cases/C037/methods/FixedSlot
C037,LocalGreedy,proto_sw_2_3,expanded,simple,1,100000,1,1,1,1,,,5,4,5,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2,645e69095167cac8f3826c2a85ee25406776ffc3f31aa81fd06cc94a053ac4b3,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.05156249999708962,raw_cases/C037/methods/LocalGreedy
C037,Ours,proto_sw_2_3,expanded,simple,1,100000,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2,645e69095167cac8f3826c2a85ee25406776ffc3f31aa81fd06cc94a053ac4b3,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_2781254137__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.04649710000012419,raw_cases/C037/methods/Ours
C038,IndependentCurve,proto_sw_2_3,expanded,simple,2,100002,1,1,0,0,,,5,0,5,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.037812599999597296,raw_cases/C038/methods/IndependentCurve
C038,FixedSlot,proto_sw_2_3,expanded,simple,2,100002,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,6.22216219999973,raw_cases/C038/methods/FixedSlot
C038,LocalGreedy,proto_sw_2_3,expanded,simple,2,100002,1,1,1,1,,,5,4,5,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__unit_candidates_v2,cf0c6a9532f70804af2d3c8b0e387e0b15f73875c301583725a34abaa968bd8a,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.052700299998832634,raw_cases/C038/methods/LocalGreedy
C038,Ours,proto_sw_2_3,expanded,simple,2,100002,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__unit_candidates_v2,cf0c6a9532f70804af2d3c8b0e387e0b15f73875c301583725a34abaa968bd8a,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1978891010__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.04381009999997332,raw_cases/C038/methods/Ours
C039,IndependentCurve,proto_sw_2_3,expanded,medium,1,100006,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.04686479999872972,raw_cases/C039/methods/IndependentCurve
C039,FixedSlot,proto_sw_2_3,expanded,medium,1,100006,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,9.131332699998893,raw_cases/C039/methods/FixedSlot
C039,LocalGreedy,proto_sw_2_3,expanded,medium,1,100006,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2,fb1461fdaefbf0afa7e6f4a33ee822915926779e0b255770b9ba46cb40346310,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.048763400001917034,raw_cases/C039/methods/LocalGreedy
C039,Ours,proto_sw_2_3,expanded,medium,1,100006,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2,fb1461fdaefbf0afa7e6f4a33ee822915926779e0b255770b9ba46cb40346310,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_4182263884__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.05138699999952223,raw_cases/C039/methods/Ours
C040,IndependentCurve,proto_sw_2_3,expanded,medium,2,100023,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.03956109999853652,raw_cases/C040/methods/IndependentCurve
C040,FixedSlot,proto_sw_2_3,expanded,medium,2,100023,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,8.60947429999942,raw_cases/C040/methods/FixedSlot
C040,LocalGreedy,proto_sw_2_3,expanded,medium,2,100023,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2,f5b900d06a1b4894956eb2f721d503d48c1eb8669dd0fea0d147f17826cd6914,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.05066580000129761,raw_cases/C040/methods/LocalGreedy
C040,Ours,proto_sw_2_3,expanded,medium,2,100023,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2,f5b900d06a1b4894956eb2f721d503d48c1eb8669dd0fea0d147f17826cd6914,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3230428333__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.045508999999583466,raw_cases/C040/methods/Ours
C041,IndependentCurve,proto_sw_2_3,expanded,rich,1,100003,1,1,0,0,,,7,0,7,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.04280110000036075,raw_cases/C041/methods/IndependentCurve
C041,FixedSlot,proto_sw_2_3,expanded,rich,1,100003,1,1,1,1,,,7,4,7,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,18.52279439999984,raw_cases/C041/methods/FixedSlot
C041,LocalGreedy,proto_sw_2_3,expanded,rich,1,100003,1,1,1,1,,,7,6,7,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2,c338dbecd48ea8797bba1f02c431040403456874bff61f9c782ede739f9478ab,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.06931859999895096,raw_cases/C041/methods/LocalGreedy
C041,Ours,proto_sw_2_3,expanded,rich,1,100003,1,1,1,1,,,7,3,7,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2,c338dbecd48ea8797bba1f02c431040403456874bff61f9c782ede739f9478ab,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_1964058663__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.1587067999971623,raw_cases/C041/methods/Ours
C042,IndependentCurve,proto_sw_2_3,expanded,rich,2,100012,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.04695770000034827,raw_cases/C042/methods/IndependentCurve
C042,FixedSlot,proto_sw_2_3,expanded,rich,2,100012,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,8.108465900000738,raw_cases/C042/methods/FixedSlot
C042,LocalGreedy,proto_sw_2_3,expanded,rich,2,100012,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__unit_candidates_v2,48e7c10359804ac92b1e24df57455af7961509ffd8e81f4816e4af7f6f16804a,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.049510600001667626,raw_cases/C042/methods/LocalGreedy
C042,Ours,proto_sw_2_3,expanded,rich,2,100012,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__unit_candidates_v2,48e7c10359804ac92b1e24df57455af7961509ffd8e81f4816e4af7f6f16804a,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_608345505__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.047824499997659586,raw_cases/C042/methods/Ours
C043,IndependentCurve,proto_sw_2_3,compact,simple,1,100005,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.04197279999789316,raw_cases/C043/methods/IndependentCurve
C043,FixedSlot,proto_sw_2_3,compact,simple,1,100005,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,15.588489800000389,raw_cases/C043/methods/FixedSlot
C043,LocalGreedy,proto_sw_2_3,compact,simple,1,100005,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__unit_candidates_v2,eeb11b8f32f4122dc413050ec70e87e2c7bc03ec64f9bbc8785429e098f9b0db,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.05630270000256132,raw_cases/C043/methods/LocalGreedy
C043,Ours,proto_sw_2_3,compact,simple,1,100005,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__unit_candidates_v2,eeb11b8f32f4122dc413050ec70e87e2c7bc03ec64f9bbc8785429e098f9b0db,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160715944__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.04821319999973639,raw_cases/C043/methods/Ours
C044,IndependentCurve,proto_sw_2_3,compact,simple,2,100016,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.040725700000621146,raw_cases/C044/methods/IndependentCurve
C044,FixedSlot,proto_sw_2_3,compact,simple,2,100016,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,7.31571520000216,raw_cases/C044/methods/FixedSlot
C044,LocalGreedy,proto_sw_2_3,compact,simple,2,100016,1,1,1,1,,,6,4,6,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2,ae2d2ba54da100608af5fe7a8684350db54719828b6018729bc3571068d09214,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.05983779999951366,raw_cases/C044/methods/LocalGreedy
C044,Ours,proto_sw_2_3,compact,simple,2,100016,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2,ae2d2ba54da100608af5fe7a8684350db54719828b6018729bc3571068d09214,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1160898339__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.05166730000200914,raw_cases/C044/methods/Ours
C045,IndependentCurve,proto_sw_2_3,compact,medium,1,100004,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.042320399999880465,raw_cases/C045/methods/IndependentCurve
C045,FixedSlot,proto_sw_2_3,compact,medium,1,100004,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,15.173564699998678,raw_cases/C045/methods/FixedSlot
C045,LocalGreedy,proto_sw_2_3,compact,medium,1,100004,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2,eb74c711024636ee791ccd61e648e56e168df27d26ea19ab0212a2c35651ff1d,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.05385109999770066,raw_cases/C045/methods/LocalGreedy
C045,Ours,proto_sw_2_3,compact,medium,1,100004,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2,eb74c711024636ee791ccd61e648e56e168df27d26ea19ab0212a2c35651ff1d,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.06403539999882923,raw_cases/C045/methods/Ours
C046,IndependentCurve,proto_sw_2_3,compact,medium,2,100013,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.0456211999990046,raw_cases/C046/methods/IndependentCurve
